,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,175.4685795848215,18.916950056653647,47.76,11.6,4.0,0.4,25,360,500,0.9,0.1
seed_1,180.50775402249695,18.50271634374143,50.8,12.96,7.04,1.44,25,360,500,0.9,0.1
seed_2,198.88426482312153,18.08981628106189,58.0,13.68,5.12,1.6,25,360,500,0.9,0.1
seed_3,179.736597108497,18.43936125242118,56.72,14.4,4.88,0.88,25,360,500,0.9,0.1
seed_4,162.3698007227509,18.70385708597697,64.56,16.0,3.68,0.56,25,360,500,0.9,0.1
seed_5,196.09478758456441,18.972809599019293,61.04,12.0,5.04,1.28,25,360,500,0.9,0.1
seed_6,163.9345098203704,18.84032861321045,53.12,13.52,4.08,0.88,25,360,500,0.9,0.1
seed_7,201.0134748411493,18.631515588206724,58.88,15.68,5.2,1.2,25,360,500,0.9,0.1
seed_8,195.30262514239553,18.676363252210656,48.0,13.92,6.24,2.32,25,360,500,0.9,0.1
seed_9,173.88511938242243,18.478927037929598,72.24,21.2,7.36,1.92,25,360,500,0.9,0.1
seed_10,178.92327637204943,18.628615337342737,42.88,10.24,3.44,1.2,25,360,500,0.9,0.1
seed_11,176.91859462405492,19.06444319134999,57.76,12.32,2.72,0.64,25,360,500,0.9,0.1
seed_12,180.5128694253164,18.298786929482706,60.4,14.88,4.32,1.44,25,360,500,0.9,0.1
seed_13,161.15020144817672,18.907765987041742,46.4,10.08,3.84,1.36,25,360,500,0.9,0.1
seed_14,183.74283303251818,18.989227537595056,42.64,8.48,2.72,0.48,25,360,500,0.9,0.1
seed_15,189.60544684988378,19.29372380371582,56.88,13.6,3.44,0.24,25,360,500,0.9,0.1
seed_16,187.6343390166573,19.058018005010556,57.84,9.92,2.88,0.88,25,360,500,0.9,0.1
seed_17,158.4608601028717,19.05234288011386,49.84,11.6,5.2,1.52,25,360,500,0.9,0.1
seed_18,193.860305727734,19.089753903076154,54.56,16.56,8.16,1.52,25,360,500,0.9,0.1
seed_19,170.34489523190388,19.926191754382,52.24,8.48,2.32,0.56,25,360,500,0.9,0.1
