,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,165.00034886493296,18.76459502988849,168.84,54.12,28.16,9.56,50,360,500,0.7,0.032
seed_1,152.81063888973716,18.651415034513267,175.08,52.24,21.84,7.36,50,360,500,0.7,0.032
seed_2,155.67702633395186,18.606892449684842,175.64,52.24,23.16,6.24,50,360,500,0.7,0.032
seed_3,138.4263933949505,18.68841379064271,199.96,63.88,29.2,9.2,50,360,500,0.7,0.032
seed_4,142.30139891096275,18.725894532112616,181.04,51.96,21.8,6.04,50,360,500,0.7,0.032
seed_5,160.05607313436747,18.727068272276234,170.8,52.92,19.8,4.6,50,360,500,0.7,0.032
seed_6,147.35621384231212,18.45705281440561,176.92,56.28,23.08,6.36,50,360,500,0.7,0.032
seed_7,161.75932669416616,18.68817349179934,157.2,44.4,16.2,4.64,50,360,500,0.7,0.032
seed_8,154.81242729329043,18.5592396507295,183.84,57.44,24.0,5.6,50,360,500,0.7,0.032
seed_9,152.94995983106566,18.462639044587238,172.96,53.8,21.76,7.08,50,360,500,0.7,0.032
seed_10,151.8469191619127,18.344894562672813,164.0,46.24,20.72,6.88,50,360,500,0.7,0.032
seed_11,147.696355807827,18.648950975899872,173.84,50.2,20.68,5.88,50,360,500,0.7,0.032
seed_12,144.85926666722324,18.74692683667285,182.36,55.08,22.92,8.76,50,360,500,0.7,0.032
seed_13,160.36978064231448,18.858801616696248,183.8,54.88,25.04,7.84,50,360,500,0.7,0.032
seed_14,157.62059039103772,18.478916246945094,183.56,56.4,25.08,9.0,50,360,500,0.7,0.032
seed_15,154.44150843721405,18.90785089951934,206.4,66.32,27.2,8.16,50,360,500,0.7,0.032
seed_16,158.1107376150812,18.83441637687628,176.88,47.6,19.2,6.76,50,360,500,0.7,0.032
seed_17,146.33074138921464,18.518031377529226,177.28,47.92,18.88,5.0,50,360,500,0.7,0.032
seed_18,151.8374192791493,18.714495962274622,200.28,63.16,28.2,8.76,50,360,500,0.7,0.032
seed_19,153.10882190842256,18.673968048362457,168.2,49.24,20.4,6.12,50,360,500,0.7,0.032
