,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,287.3321372254022,19.460189995175575,133.52,42.68,19.36,7.08,50,360,500,0.2,0.04
seed_1,263.5340508466713,19.242469997624998,152.08,50.28,23.24,6.76,50,360,500,0.2,0.04
seed_2,283.5223773689855,19.546319428312117,151.56,50.12,20.84,7.56,50,360,500,0.2,0.04
seed_3,249.07896391567607,19.390575208383627,160.44,50.2,21.24,6.92,50,360,500,0.2,0.04
seed_4,266.93989601107916,19.486009948413475,144.12,51.72,21.44,5.84,50,360,500,0.2,0.04
seed_5,269.1166309819927,19.490649332308767,146.88,51.4,24.04,7.88,50,360,500,0.2,0.04
seed_6,279.32381946427313,19.11772392821679,127.36,39.84,18.32,6.24,50,360,500,0.2,0.04
seed_7,268.0764601694583,19.603459780018966,152.4,47.56,22.52,7.44,50,360,500,0.2,0.04
seed_8,260.6241279967749,19.434118357542037,152.44,49.76,22.08,5.96,50,360,500,0.2,0.04
seed_9,282.60600067776744,19.33349867799446,152.36,51.12,23.24,8.24,50,360,500,0.2,0.04
seed_10,266.4785930092537,19.253378672394735,144.64,47.56,23.44,6.64,50,360,500,0.2,0.04
seed_11,265.5708847616956,19.735619461122937,154.72,51.52,23.8,8.12,50,360,500,0.2,0.04
seed_12,260.7286516742159,18.93115885817916,126.6,41.76,18.12,6.28,50,360,500,0.2,0.04
seed_13,278.1750248871989,19.406548459333923,158.88,54.08,24.36,8.4,50,360,500,0.2,0.04
seed_14,270.8623684551807,19.26692558440659,147.28,47.16,20.08,7.36,50,360,500,0.2,0.04
seed_15,265.78706726998115,19.509924376856404,156.12,51.88,24.12,7.8,50,360,500,0.2,0.04
seed_16,273.8539315998755,19.452809261175055,148.96,46.32,18.76,5.76,50,360,500,0.2,0.04
seed_17,258.22125102642434,19.25447572255827,151.76,50.8,21.72,6.52,50,360,500,0.2,0.04
seed_18,269.4588269676214,19.314505116166387,162.32,55.16,25.56,8.36,50,360,500,0.2,0.04
seed_19,257.8236646158406,19.4593466929846,147.24,46.44,19.2,5.84,50,360,500,0.2,0.04
