,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,432.08144780035406,20.36462157483934,28.0,4.24,1.36,0.48,25,360,500,0.6,0.1
seed_1,430.41176246291775,19.962895526848033,27.36,5.76,1.84,0.48,25,360,500,0.6,0.1
seed_2,416.04035399628367,20.403163999266877,28.72,7.76,2.24,0.72,25,360,500,0.6,0.1
seed_3,475.85034955904615,20.552634733451516,34.4,11.04,4.88,1.2,25,360,500,0.6,0.1
seed_4,443.4783886723295,20.499576009382334,38.64,9.2,2.64,0.4,25,360,500,0.6,0.1
seed_5,409.27770828123454,19.535525702603444,31.84,8.4,4.16,1.04,25,360,500,0.6,0.1
seed_6,424.4701909688804,22.73070605201549,36.08,6.72,2.72,0.72,25,360,500,0.6,0.1
seed_7,401.3815247352336,20.26196732205486,36.24,7.6,4.0,1.44,25,360,500,0.6,0.1
seed_8,453.5237789748561,19.121068224402613,35.28,10.16,3.44,1.12,25,360,500,0.6,0.1
seed_9,429.5455523148341,19.47849733684395,28.24,7.44,2.88,0.96,25,360,500,0.6,0.1
seed_10,438.7881911855653,19.923475458892646,34.96,9.28,4.16,0.72,25,360,500,0.6,0.1
seed_11,432.3432534978503,20.170363303490102,34.32,9.52,4.4,0.88,25,360,500,0.6,0.1
seed_12,470.04524595102407,21.688857166815435,50.88,15.28,5.2,1.04,25,360,500,0.6,0.1
seed_13,444.9897394786474,19.761683619172615,41.04,8.64,3.36,0.96,25,360,500,0.6,0.1
seed_14,423.060985999337,19.362593166628738,25.92,4.08,1.44,0.32,25,360,500,0.6,0.1
seed_15,424.22330084850347,20.450255068307165,29.2,7.28,2.32,0.96,25,360,500,0.6,0.1
seed_16,453.1896400899999,19.761604623283517,27.44,6.96,3.6,1.36,25,360,500,0.6,0.1
seed_17,434.4006145101688,19.309880460368895,27.28,6.0,1.68,0.56,25,360,500,0.6,0.1
seed_18,436.4234660942034,20.72872049706321,30.88,4.32,1.52,0.4,25,360,500,0.6,0.1
seed_19,425.65252332681024,20.42684244560607,34.08,6.4,2.24,0.48,25,360,500,0.6,0.1
