,Unnamed: 0,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
0,seed_0,171.96288955249187,18.55217250391777,44.32,8.8,3.04,0.16,25,360,500,0.7,0.06
1,seed_1,145.01459822614382,18.3486013811898,48.24,9.76,4.72,1.2,25,360,500,0.7,0.06
2,seed_2,164.41643304887089,19.16617154172713,42.8,10.88,4.16,1.12,25,360,500,0.7,0.06
3,seed_3,160.63111584230654,18.726416133844623,67.68,21.36,6.96,1.92,25,360,500,0.7,0.06
4,seed_4,162.71713668292833,19.16268138656266,41.12,8.96,1.76,0.4,25,360,500,0.7,0.06
5,seed_5,170.65899197920015,18.806833361864687,41.84,7.52,1.92,0.16,25,360,500,0.7,0.06
6,seed_6,168.3125836191083,19.171789576920062,63.28,17.52,6.8,0.48,25,360,500,0.7,0.06
7,seed_7,187.26390950771173,19.05878682675433,56.0,12.48,3.2,0.48,25,360,500,0.7,0.06
8,seed_8,156.0107601062615,18.73000056784849,54.16,15.12,5.6,1.68,25,360,500,0.7,0.06
9,seed_9,175.09521552725485,18.85286628597413,53.04,14.72,4.24,1.2,25,360,500,0.7,0.06
10,seed_10,161.73573163818742,18.720106578752706,54.08,12.32,5.28,1.52,25,360,500,0.7,0.06
11,seed_11,179.6314742292452,19.292672991943093,64.72,18.24,4.64,1.28,25,360,500,0.7,0.06
12,seed_12,155.18787964880732,18.294582490931884,46.8,10.64,5.12,1.2,25,360,500,0.7,0.06
13,seed_13,195.1296430036942,19.13872243995161,57.76,12.56,4.16,0.96,25,360,500,0.7,0.06
14,seed_14,166.6804584382401,18.77172725019884,45.04,8.16,3.04,0.64,25,360,500,0.7,0.06
15,seed_15,195.36030433101877,19.614972109720835,57.12,16.32,5.12,0.88,25,360,500,0.7,0.06
16,seed_16,157.28977990274086,18.742642403841344,54.8,12.64,3.52,0.88,25,360,500,0.7,0.06
17,seed_17,171.05678473817676,19.09397087849077,35.68,8.48,3.6,1.36,25,360,500,0.7,0.06
18,seed_18,153.9911834287011,18.78678681461968,52.64,15.36,7.28,0.88,25,360,500,0.7,0.06
19,seed_19,165.33885986958094,18.898330885919165,50.16,13.68,5.6,0.72,25,360,500,0.7,0.06
