,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,231.66020395693002,19.18676052136056,145.16,45.76,19.92,5.16,50,360,500,0.4,0.04
seed_1,219.2808574075569,19.107811428741215,166.88,56.72,25.48,7.96,50,360,500,0.4,0.04
seed_2,235.21342942264485,19.27501882630481,145.64,49.96,22.36,7.56,50,360,500,0.4,0.04
seed_3,226.9694634396641,19.277320097880498,155.08,49.68,21.64,6.32,50,360,500,0.4,0.04
seed_4,229.55776310336373,19.105389864065618,156.0,51.64,24.28,7.88,50,360,500,0.4,0.04
seed_5,228.08492711845534,19.132734118623098,156.32,48.68,22.8,7.88,50,360,500,0.4,0.04
seed_6,218.06207536834503,18.960646705547408,158.88,48.88,21.76,7.48,50,360,500,0.4,0.04
seed_7,229.53091480734398,19.38540127124111,158.0,42.48,18.88,5.96,50,360,500,0.4,0.04
seed_8,229.18364648881754,19.23631689406017,155.2,45.64,19.08,5.44,50,360,500,0.4,0.04
seed_9,242.37882262781378,18.900639362258172,140.56,42.48,18.32,5.72,50,360,500,0.4,0.04
seed_10,230.20766075436552,19.210476252724316,153.08,45.64,20.8,5.36,50,360,500,0.4,0.04
seed_11,231.2075698221079,19.268199600995857,151.64,46.32,21.04,6.4,50,360,500,0.4,0.04
seed_12,218.01866481096994,19.235917211154817,146.52,45.68,17.0,5.04,50,360,500,0.4,0.04
seed_13,242.8087051369605,19.23086395869036,161.6,51.48,23.16,7.4,50,360,500,0.4,0.04
seed_14,225.07606488967483,18.992504027462903,154.16,46.68,20.4,7.0,50,360,500,0.4,0.04
seed_15,220.374957670184,19.46616835264681,162.64,50.08,22.68,7.72,50,360,500,0.4,0.04
seed_16,221.77791351666755,19.748244383527496,152.32,47.72,19.88,6.64,50,360,500,0.4,0.04
seed_17,226.11316650217478,19.283088000566906,162.36,49.64,18.32,5.16,50,360,500,0.4,0.04
seed_18,228.00015869689236,19.3189618576482,176.88,61.48,27.84,9.48,50,360,500,0.4,0.04
seed_19,237.9798953160074,19.411268665819623,141.56,41.56,17.48,5.04,50,360,500,0.4,0.04
