,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,194.98838491650957,18.86512925749997,153.64,48.84,23.36,7.32,50,360,500,0.3,0.034
seed_1,199.75460621121462,18.681826923223632,175.32,58.08,27.04,8.24,50,360,500,0.3,0.034
seed_2,214.08334878416824,18.85590543146989,164.32,57.48,26.64,8.84,50,360,500,0.3,0.034
seed_3,178.0909286265022,18.734417678434905,177.36,57.84,25.04,7.36,50,360,500,0.3,0.034
seed_4,203.44994372742948,18.730484791459038,166.72,54.88,24.36,7.56,50,360,500,0.3,0.034
seed_5,210.45549114325075,19.205414961356627,168.72,57.12,26.4,8.84,50,360,500,0.3,0.034
seed_6,198.75190504199887,18.789309222973497,163.16,55.32,23.72,7.72,50,360,500,0.3,0.034
seed_7,202.46046233993582,18.953495727198863,164.32,51.88,23.48,7.8,50,360,500,0.3,0.034
seed_8,200.7743455431255,18.687694294327958,170.68,58.08,26.76,7.4,50,360,500,0.3,0.034
seed_9,213.6079706255633,18.673775766864892,156.04,46.8,20.24,6.2,50,360,500,0.3,0.034
seed_10,192.0001211740672,18.49130595041523,157.64,47.24,22.12,6.28,50,360,500,0.3,0.034
seed_11,198.32141034379194,18.9535773528219,172.36,60.04,26.96,7.36,50,360,500,0.3,0.034
seed_12,195.9851929066195,18.730493919605536,166.32,54.52,24.72,8.4,50,360,500,0.3,0.034
seed_13,208.83087985711,18.681853101773125,181.44,60.2,26.04,9.64,50,360,500,0.3,0.034
seed_14,202.5558800571829,18.695207000042767,166.72,56.84,26.12,8.76,50,360,500,0.3,0.034
seed_15,198.61667946027316,18.916111062881864,174.52,54.28,24.44,8.8,50,360,500,0.3,0.034
seed_16,198.9187045271213,19.060767833928992,175.92,60.0,26.28,6.8,50,360,500,0.3,0.034
seed_17,193.1741203886142,18.58936176196216,181.4,63.6,27.44,8.6,50,360,500,0.3,0.034
seed_18,191.35528990322993,18.978146373915727,162.32,51.84,21.84,6.92,50,360,500,0.3,0.034
seed_19,188.84232603135754,18.725515642678513,178.64,60.16,27.56,9.48,50,360,500,0.3,0.034
