,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,521.7603822895046,20.469241521950586,30.8,9.52,3.2,0.72,25,360,500,0.5,0.1
seed_1,555.3628351666234,19.948637697466424,17.04,4.8,2.16,0.72,25,360,500,0.5,0.1
seed_2,563.8337962092061,21.628739832114025,29.92,9.2,3.12,0.64,25,360,500,0.5,0.1
seed_3,586.3003294743356,20.46117079436352,29.28,5.84,1.6,0.48,25,360,500,0.5,0.1
seed_4,562.4307520503424,21.60999136958661,24.16,6.72,1.76,0.0,25,360,500,0.5,0.1
seed_5,556.7973386942326,20.274144958682406,19.68,4.96,2.08,0.24,25,360,500,0.5,0.1
seed_6,555.1380151176375,21.066228126157558,37.52,10.24,4.08,1.04,25,360,500,0.5,0.1
seed_7,575.2603283205674,21.246358099211612,24.08,5.52,3.44,1.76,25,360,500,0.5,0.1
seed_8,536.2172662933449,19.190221792353707,27.6,4.88,2.32,1.28,25,360,500,0.5,0.1
seed_9,538.6072988176878,20.42676939826535,25.6,6.16,1.92,0.48,25,360,500,0.5,0.1
seed_10,578.5346879302059,21.648766326772307,37.84,9.28,3.12,1.04,25,360,500,0.5,0.1
seed_11,529.079673431489,21.650211963978364,24.64,4.56,1.52,0.24,25,360,500,0.5,0.1
seed_12,639.7538542271785,22.05086378856624,26.8,6.08,1.76,1.36,25,360,500,0.5,0.1
seed_13,505.6310528449001,20.598019014232293,39.04,9.76,4.8,1.92,25,360,500,0.5,0.1
seed_14,560.7874939245797,21.244991973032466,19.36,4.24,1.68,0.56,25,360,500,0.5,0.1
seed_15,560.9886491364456,21.88482908552303,13.76,4.0,2.24,0.48,25,360,500,0.5,0.1
seed_16,616.6474862372459,21.21741002529604,30.96,10.16,4.72,0.48,25,360,500,0.5,0.1
seed_17,520.9021235088948,19.833878101178076,22.32,4.32,1.12,0.08,25,360,500,0.5,0.1
seed_18,520.9275073493733,20.689548518690916,28.64,7.04,3.04,1.04,25,360,500,0.5,0.1
seed_19,526.3295014368779,23.985249514333926,19.76,4.48,1.76,0.88,25,360,500,0.5,0.1
