,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,226.19655143950115,19.21688769727769,145.56,43.64,19.48,5.6,50,360,500,0.3,0.038
seed_1,246.12679232078682,18.92540256294728,156.12,50.28,22.64,7.56,50,360,500,0.3,0.038
seed_2,245.82761803229147,19.378288807496613,154.04,50.72,22.84,8.2,50,360,500,0.3,0.038
seed_3,221.96830879665143,19.19371206325616,158.32,47.16,20.8,7.24,50,360,500,0.3,0.038
seed_4,224.71315425298766,19.14216707870027,159.4,51.96,24.04,8.36,50,360,500,0.3,0.038
seed_5,234.3906906619313,19.28989863169112,156.76,54.92,24.32,8.68,50,360,500,0.3,0.038
seed_6,232.38473826991597,18.97370953578874,153.4,47.64,20.8,6.04,50,360,500,0.3,0.038
seed_7,246.0401244165882,19.180426475946444,154.32,48.12,20.64,7.0,50,360,500,0.3,0.038
seed_8,232.80635494552305,19.1321223356709,150.76,50.92,19.2,6.08,50,360,500,0.3,0.038
seed_9,247.62772274818337,18.811523215059903,145.68,44.24,19.2,5.8,50,360,500,0.3,0.038
seed_10,236.9448833513494,18.83422339388738,156.4,54.08,24.4,6.56,50,360,500,0.3,0.038
seed_11,223.70553987638363,19.398656616597616,156.36,52.08,23.36,8.36,50,360,500,0.3,0.038
seed_12,228.35438277358918,18.94730718924571,144.12,49.04,22.08,8.08,50,360,500,0.3,0.038
seed_13,245.07710701477262,19.093786070176407,157.24,52.64,21.12,6.24,50,360,500,0.3,0.038
seed_14,244.55773108584907,18.967603903487525,143.48,50.56,22.76,7.8,50,360,500,0.3,0.038
seed_15,234.19841779173163,19.18225186399109,175.36,58.24,28.28,9.52,50,360,500,0.3,0.038
seed_16,227.97262795959696,19.755342990810725,157.72,48.32,21.2,6.32,50,360,500,0.3,0.038
seed_17,229.22344877921157,18.965895895411553,153.44,46.16,18.72,5.88,50,360,500,0.3,0.038
seed_18,219.2922528346995,18.98023917702145,159.72,53.12,23.24,7.4,50,360,500,0.3,0.038
seed_19,220.1894934776758,19.10545354140076,158.44,50.56,22.0,6.08,50,360,500,0.3,0.038
