,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,174.692404460471,18.80358573450235,163.04,48.76,21.24,5.36,50,360,500,0.7,0.038
seed_1,171.40648705294367,19.01432833303167,168.6,50.24,20.44,5.92,50,360,500,0.7,0.038
seed_2,177.93402943907668,18.91915484422268,160.88,49.32,21.96,6.84,50,360,500,0.7,0.038
seed_3,152.16009419159215,19.01047205620554,185.2,54.48,23.56,7.4,50,360,500,0.7,0.038
seed_4,170.15651632903047,19.214311646606145,166.64,52.16,24.52,7.72,50,360,500,0.7,0.038
seed_5,169.9406142531524,18.954626277744207,167.24,49.84,22.56,5.48,50,360,500,0.7,0.038
seed_6,159.0656270111867,18.66702250034503,156.72,47.48,20.12,5.2,50,360,500,0.7,0.038
seed_7,174.0719043133273,19.049109523770035,160.4,47.92,19.52,5.56,50,360,500,0.7,0.038
seed_8,172.1337453713434,18.85985620218909,170.88,51.2,19.36,4.52,50,360,500,0.7,0.038
seed_9,169.58781533966365,18.800271980001103,156.44,47.64,18.96,5.32,50,360,500,0.7,0.038
seed_10,168.87981265395112,18.798588001841644,153.36,43.32,18.44,5.48,50,360,500,0.7,0.038
seed_11,167.90968174571648,19.187722514265136,163.64,49.44,20.6,6.4,50,360,500,0.7,0.038
seed_12,164.34817091552654,18.960382188437883,164.08,51.0,18.24,5.12,50,360,500,0.7,0.038
seed_13,171.55621444968767,18.95762533341537,182.64,58.2,26.0,7.08,50,360,500,0.7,0.038
seed_14,174.9166897886846,18.775323130520718,165.12,51.48,24.32,7.2,50,360,500,0.7,0.038
seed_15,167.51543935024065,19.0409508065672,196.64,62.08,26.0,6.92,50,360,500,0.7,0.038
seed_16,169.0420680325211,18.905236280652296,174.04,49.72,20.56,5.92,50,360,500,0.7,0.038
seed_17,169.03928907891424,18.95352317859984,151.6,42.04,16.8,4.48,50,360,500,0.7,0.038
seed_18,166.82451952909238,18.8847098645929,188.48,60.6,26.88,8.92,50,360,500,0.7,0.038
seed_19,166.54905699305348,19.06130484144849,168.76,49.76,20.52,6.84,50,360,500,0.7,0.038
