,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,149.97068966899806,18.839453526537543,146.36,39.88,16.48,5.44,50,360,500,0.9,0.042
seed_1,157.92628824397224,18.81782571990977,170.64,48.72,18.04,5.0,50,360,500,0.9,0.042
seed_2,148.56226407016277,18.74488419734113,187.64,55.68,23.24,8.0,50,360,500,0.9,0.042
seed_3,130.70809594436656,18.684119474664744,189.8,57.08,22.84,5.84,50,360,500,0.9,0.042
seed_4,146.6056755552853,18.908466489438194,168.12,50.72,20.4,6.6,50,360,500,0.9,0.042
seed_5,149.78518363956084,18.993839152141216,160.8,47.04,20.52,6.12,50,360,500,0.9,0.042
seed_6,141.0581817236851,18.68021143719981,165.8,46.44,16.28,4.48,50,360,500,0.9,0.042
seed_7,159.63887689418203,19.058851292805908,172.44,47.24,20.08,6.0,50,360,500,0.9,0.042
seed_8,147.2517033231051,18.73026261427921,161.68,42.08,17.16,5.64,50,360,500,0.9,0.042
seed_9,151.5815432625584,18.702027435377694,159.6,44.72,17.68,5.28,50,360,500,0.9,0.042
seed_10,140.79456080640853,18.76611005351527,166.32,49.76,22.08,5.32,50,360,500,0.9,0.042
seed_11,150.21194749068388,18.923891383162545,164.36,43.68,17.72,4.88,50,360,500,0.9,0.042
seed_12,149.1413702260495,18.921384496475486,176.2,51.52,21.16,6.4,50,360,500,0.9,0.042
seed_13,150.8916082162281,18.904173199401,179.52,52.2,23.28,7.12,50,360,500,0.9,0.042
seed_14,152.24717888020947,18.881832708446172,158.12,48.16,21.16,6.88,50,360,500,0.9,0.042
seed_15,143.2019795807906,18.949417744861563,195.0,58.6,23.88,6.6,50,360,500,0.9,0.042
seed_16,143.6229862065226,19.576860888349966,185.16,51.48,18.72,4.88,50,360,500,0.9,0.042
seed_17,146.38652603913724,18.512734103740176,176.0,54.04,22.16,6.24,50,360,500,0.9,0.042
seed_18,149.2966525967773,18.853341446179666,198.48,59.96,26.92,8.6,50,360,500,0.9,0.042
seed_19,143.99384673584976,18.942284616783223,187.36,52.0,21.84,6.6,50,360,500,0.9,0.042
