,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,277.33086066301456,18.810654044310084,45.52,10.88,4.16,1.28,25,360,500,0.8,0.1
seed_1,232.85805373293394,19.19840792431804,44.48,10.0,4.24,0.4,25,360,500,0.8,0.1
seed_2,253.90991406478824,18.79524549002869,59.68,12.64,4.64,1.04,25,360,500,0.8,0.1
seed_3,236.17476504636062,19.752160910909414,54.56,13.68,4.4,1.44,25,360,500,0.8,0.1
seed_4,243.4886875561004,19.24202893067169,51.44,12.48,3.28,0.32,25,360,500,0.8,0.1
seed_5,246.86573117642857,18.813437343847625,61.6,14.96,6.0,1.92,25,360,500,0.8,0.1
seed_6,240.48273405894503,19.409465437207686,58.64,10.4,3.76,1.12,25,360,500,0.8,0.1
seed_7,244.16892586856534,20.35623765738743,53.76,12.48,4.96,2.0,25,360,500,0.8,0.1
seed_8,242.18962282991393,18.679140508337557,42.16,11.04,6.24,2.32,25,360,500,0.8,0.1
seed_9,254.02541871911893,18.983145700981787,56.0,16.4,7.04,2.08,25,360,500,0.8,0.1
seed_10,249.3284449917714,18.829339394713752,47.04,10.88,2.72,1.36,25,360,500,0.8,0.1
seed_11,216.45985007784046,18.995864885803236,58.56,12.48,3.36,0.8,25,360,500,0.8,0.1
seed_12,239.17244053150822,18.620507302770175,47.92,8.4,2.96,1.12,25,360,500,0.8,0.1
seed_13,266.73920433520874,18.780067195559223,35.44,5.52,2.0,0.48,25,360,500,0.8,0.1
seed_14,260.74390110945143,18.88874639639646,47.36,7.52,2.0,0.48,25,360,500,0.8,0.1
seed_15,244.40824426870168,20.017033594637432,41.36,8.64,2.72,0.24,25,360,500,0.8,0.1
seed_16,236.80844356472383,19.226534980164725,44.4,11.6,4.16,0.88,25,360,500,0.8,0.1
seed_17,220.12739133625692,18.797566282340775,51.12,11.92,5.68,0.64,25,360,500,0.8,0.1
seed_18,259.21367367599635,19.353608686613235,72.32,17.52,7.28,2.56,25,360,500,0.8,0.1
seed_19,236.0766009903096,19.098840170887865,45.44,8.16,3.12,0.88,25,360,500,0.8,0.1
