,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,205.66873081036658,19.302274462543494,148.44,38.8,14.84,3.96,50,360,500,0.7,0.05
seed_1,218.2966994286957,19.14516665654889,157.6,48.8,21.56,7.16,50,360,500,0.7,0.05
seed_2,215.47275594715472,19.059806132835586,147.92,46.04,18.08,4.96,50,360,500,0.7,0.05
seed_3,187.87172119882126,18.958443419915515,170.28,53.28,20.68,5.56,50,360,500,0.7,0.05
seed_4,199.45453934842186,19.504376984914032,163.12,49.64,21.0,6.76,50,360,500,0.7,0.05
seed_5,223.33782558640402,19.295952550992894,132.92,43.8,17.96,5.12,50,360,500,0.7,0.05
seed_6,193.25213106413307,19.302453885487086,139.6,37.84,13.92,3.6,50,360,500,0.7,0.05
seed_7,222.4935193206948,19.196964671753054,125.56,32.36,12.64,4.04,50,360,500,0.7,0.05
seed_8,227.92964095699352,19.38487452868511,156.68,43.48,18.88,4.92,50,360,500,0.7,0.05
seed_9,218.78606912738306,19.34266382156631,147.56,39.84,16.92,5.8,50,360,500,0.7,0.05
seed_10,208.29741635255235,19.07992886187066,147.36,42.16,16.6,4.56,50,360,500,0.7,0.05
seed_11,208.700724239636,19.250743502427255,167.68,48.44,20.68,6.8,50,360,500,0.7,0.05
seed_12,209.19472851660083,19.209985942479626,153.4,46.56,19.2,5.08,50,360,500,0.7,0.05
seed_13,200.02209897242952,19.387812030946836,162.92,46.2,18.96,5.68,50,360,500,0.7,0.05
seed_14,219.0953623016567,19.427236911526172,154.8,41.72,17.4,4.52,50,360,500,0.7,0.05
seed_15,203.89080487319762,19.34143909590282,178.16,51.36,22.8,6.56,50,360,500,0.7,0.05
seed_16,211.10353498136044,19.71199974974864,163.88,47.12,20.48,6.56,50,360,500,0.7,0.05
seed_17,215.71362407935584,19.640485545138976,157.28,47.16,18.36,4.96,50,360,500,0.7,0.05
seed_18,217.32813006730902,19.196444954030362,181.2,54.6,22.8,6.4,50,360,500,0.7,0.05
seed_19,202.6216347483399,19.401238433581295,169.72,51.12,19.56,6.08,50,360,500,0.7,0.05
