,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,144.2619287415941,18.44167255093518,478.02,167.78,77.86,25.22,100,360,500,1,0.02
seed_1,151.0516159185162,18.44262562112268,483.72,166.88,75.04,23.58,100,360,500,1,0.02
seed_2,141.40439997116673,18.497263636021508,490.22,171.16,81.78,26.42,100,360,500,1,0.02
seed_3,137.83041675417485,18.4468747370708,483.92,167.98,79.0,24.02,100,360,500,1,0.02
seed_4,143.42811707288777,18.506979652797945,485.86,172.22,79.7,25.04,100,360,500,1,0.02
seed_5,144.4178650177207,18.27942828347801,481.08,170.16,74.78,22.58,100,360,500,1,0.02
seed_6,148.83758489347744,18.3290369487876,480.1,169.12,80.96,26.56,100,360,500,1,0.02
seed_7,136.07706698755447,18.300274024640828,481.3,163.64,74.52,23.58,100,360,500,1,0.02
seed_8,143.7357846514823,18.390012555442212,487.44,170.0,79.4,24.52,100,360,500,1,0.02
seed_9,141.0217639899085,18.266383367778257,500.98,169.18,75.8,24.52,100,360,500,1,0.02
