,Unnamed: 0,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
0,seed_0,445.5913391258093,20.210122445572345,13.52,4.32,1.04,0.48,25,360,500,0.1,0.06
1,seed_1,433.75484524761794,20.318495419436847,21.76,6.08,2.72,1.04,25,360,500,0.1,0.06
2,seed_2,421.8012299726845,20.37002616898121,28.32,9.84,5.6,2.0,25,360,500,0.1,0.06
3,seed_3,465.7821047547571,20.595708746356223,18.32,4.32,2.16,0.24,25,360,500,0.1,0.06
4,seed_4,468.0476493319348,21.01704691099832,24.4,7.92,3.6,0.96,25,360,500,0.1,0.06
5,seed_5,438.8378796307668,20.251819207141533,15.44,3.36,1.6,0.56,25,360,500,0.1,0.06
6,seed_6,484.21427396555134,20.641535411506617,19.84,5.28,2.08,0.4,25,360,500,0.1,0.06
7,seed_7,415.2469440657655,20.53491435647113,19.36,5.44,1.76,0.32,25,360,500,0.1,0.06
8,seed_8,472.2684597359852,20.898606865143734,21.2,5.36,2.8,0.8,25,360,500,0.1,0.06
9,seed_9,493.97234354137225,20.09634743698952,21.28,6.4,3.28,0.56,25,360,500,0.1,0.06
10,seed_10,456.9963438145749,20.5560958800896,16.32,4.56,2.96,0.88,25,360,500,0.1,0.06
11,seed_11,435.9820726386373,20.75258075047151,24.32,6.8,2.8,0.56,25,360,500,0.1,0.06
12,seed_12,441.4566028500058,20.962034796491725,15.52,4.0,2.4,0.88,25,360,500,0.1,0.06
13,seed_13,420.9746097030256,20.20338419257026,24.8,7.76,4.24,1.04,25,360,500,0.1,0.06
14,seed_14,445.7878243448956,20.18062700470319,23.12,6.64,3.28,1.12,25,360,500,0.1,0.06
15,seed_15,441.717075893639,20.671816627118844,20.64,7.2,3.52,0.32,25,360,500,0.1,0.06
16,seed_16,433.8700294497308,20.376312060557773,27.92,10.24,3.84,0.64,25,360,500,0.1,0.06
17,seed_17,442.7784357666546,20.924893036596885,27.2,8.32,3.28,1.52,25,360,500,0.1,0.06
18,seed_18,417.1296880423412,20.32138004855903,36.0,10.72,3.92,1.36,25,360,500,0.1,0.06
19,seed_19,409.54551916084944,20.348667710880857,20.8,6.72,3.44,1.2,25,360,500,0.1,0.06
