,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,178.39123382485366,19.090122894998856,159.16,46.76,20.2,6.04,50,360,500,0.7,0.04
seed_1,177.85465278243092,19.055821092648596,169.12,48.0,21.52,7.48,50,360,500,0.7,0.04
seed_2,186.33877682824047,18.98719375819303,150.8,45.92,20.16,5.48,50,360,500,0.7,0.04
seed_3,164.69643505605598,19.14421791979089,175.88,51.12,23.4,6.8,50,360,500,0.7,0.04
seed_4,172.33041025494416,18.910518703212126,157.56,54.56,25.56,6.88,50,360,500,0.7,0.04
seed_5,181.88899966464257,19.37409197010017,155.4,44.96,18.12,5.28,50,360,500,0.7,0.04
seed_6,167.75121007894927,18.582152924585092,150.12,41.84,18.96,5.68,50,360,500,0.7,0.04
seed_7,178.49647121078345,18.884637566837362,170.32,50.76,23.88,6.92,50,360,500,0.7,0.04
seed_8,181.8120204289631,18.824396786777577,160.28,45.6,19.28,6.12,50,360,500,0.7,0.04
seed_9,173.07819546578827,18.86454316037067,152.28,41.24,18.16,5.44,50,360,500,0.7,0.04
seed_10,172.53787268327522,18.642644114418225,153.4,41.48,17.48,4.36,50,360,500,0.7,0.04
seed_11,169.77179332955356,19.119117573426216,167.08,46.84,22.32,6.76,50,360,500,0.7,0.04
seed_12,169.1922535560677,18.852625915812048,155.0,46.2,16.24,3.92,50,360,500,0.7,0.04
seed_13,171.1714738091782,18.78679879513261,180.28,56.76,22.44,7.16,50,360,500,0.7,0.04
seed_14,185.1286893374502,18.938147494244486,164.64,47.88,20.72,6.16,50,360,500,0.7,0.04
seed_15,168.83068015179973,18.866859822935137,203.04,67.8,30.68,8.92,50,360,500,0.7,0.04
seed_16,174.30569295593457,19.210402146308486,173.84,49.64,20.72,6.12,50,360,500,0.7,0.04
seed_17,173.2234794670247,18.738726352328616,151.36,47.2,20.88,6.72,50,360,500,0.7,0.04
seed_18,170.5725161033796,19.045980217931398,196.68,59.24,26.6,9.16,50,360,500,0.7,0.04
seed_19,170.7695926813362,18.930742353308574,166.2,47.92,19.8,6.48,50,360,500,0.7,0.04
