,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,1080.9690186284838,22.597608933248196,12.08,4.08,1.6,0.56,25,360,500,0.1,0.1
seed_1,1128.4196132968484,23.066600268497773,6.8,2.0,0.88,0.16,25,360,500,0.1,0.1
seed_2,889.4940381733406,21.264328666241735,5.04,1.84,0.96,0.48,25,360,500,0.1,0.1
seed_3,1077.5556616984627,24.133767812809293,13.68,4.96,2.4,1.04,25,360,500,0.1,0.1
seed_4,1095.887635131653,23.356936402152996,6.96,1.6,0.48,0.24,25,360,500,0.1,0.1
seed_5,1023.0627235156476,23.034119508726132,10.56,3.04,1.12,0.32,25,360,500,0.1,0.1
seed_6,976.1544420413861,22.006252301638145,9.92,2.32,1.28,0.88,25,360,500,0.1,0.1
seed_7,992.2613374650801,21.8242407988748,8.96,2.8,1.36,0.32,25,360,500,0.1,0.1
seed_8,1060.7117181471774,22.38266299253584,8.32,2.96,1.6,0.32,25,360,500,0.1,0.1
seed_9,1026.7718121347912,21.702000262052337,7.84,3.2,1.52,0.56,25,360,500,0.1,0.1
seed_10,1072.1422350509833,22.188690487959352,6.96,1.84,0.48,0.16,25,360,500,0.1,0.1
seed_11,1031.7421055342415,23.978603286140938,9.12,2.16,1.2,0.56,25,360,500,0.1,0.1
seed_12,1154.3480814186728,23.51919121748037,12.56,3.68,1.76,1.04,25,360,500,0.1,0.1
seed_13,1043.9048971101388,23.559632355605693,11.36,3.2,1.68,0.72,25,360,500,0.1,0.1
seed_14,1037.0490726216108,21.45676284136195,9.12,1.2,0.56,0.24,25,360,500,0.1,0.1
seed_15,1004.854772556068,25.14489030200893,7.04,1.92,0.8,0.24,25,360,500,0.1,0.1
seed_16,996.9164157189596,22.162617602598242,8.4,1.92,0.72,0.24,25,360,500,0.1,0.1
seed_17,937.2793095462767,21.46015512462745,7.68,2.24,1.2,0.4,25,360,500,0.1,0.1
seed_18,992.2584329823095,22.64403576039635,9.76,3.12,1.76,0.88,25,360,500,0.1,0.1
seed_19,1066.8468463528516,22.94472733131474,8.64,3.04,1.68,0.64,25,360,500,0.1,0.1
