,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,191.54876434695217,18.633437413523428,164.64,55.72,27.36,9.04,50,360,500,0.2,0.032
seed_1,200.9834567283586,18.48901763620071,178.6,61.72,29.4,9.6,50,360,500,0.2,0.032
seed_2,198.1637290838575,18.555644755582037,167.64,58.72,26.28,8.48,50,360,500,0.2,0.032
seed_3,182.2558667730863,18.480188214054834,183.52,61.8,26.04,8.24,50,360,500,0.2,0.032
seed_4,194.04269430661688,18.515971024401868,177.12,60.56,29.32,9.52,50,360,500,0.2,0.032
seed_5,192.7726408629298,18.57005483131401,174.32,61.84,29.04,8.96,50,360,500,0.2,0.032
seed_6,183.64129398768756,18.41791324434868,165.92,56.84,27.36,8.92,50,360,500,0.2,0.032
seed_7,202.33887114170795,18.671798498637088,154.52,51.0,24.28,7.72,50,360,500,0.2,0.032
seed_8,195.22148561540627,18.500782555795105,165.24,52.72,23.96,7.72,50,360,500,0.2,0.032
seed_9,190.83735082823856,18.478993325872835,159.96,52.48,22.8,7.24,50,360,500,0.2,0.032
seed_10,195.85198916377507,18.3913134914,165.4,56.96,26.88,8.72,50,360,500,0.2,0.032
seed_11,183.53338308133755,18.780311808345594,167.16,57.44,27.56,8.32,50,360,500,0.2,0.032
seed_12,193.169856867692,18.322703272836648,171.96,57.44,26.92,10.2,50,360,500,0.2,0.032
seed_13,203.58347128161972,18.593637573875405,182.76,56.28,25.16,8.84,50,360,500,0.2,0.032
seed_14,187.96461278121998,18.479314142531088,166.32,58.16,28.68,9.84,50,360,500,0.2,0.032
seed_15,200.11880354112998,18.780609205840243,181.24,62.76,30.52,10.2,50,360,500,0.2,0.032
seed_16,200.46595779586409,18.595953499142656,164.24,52.56,23.4,8.4,50,360,500,0.2,0.032
seed_17,182.13127075915244,18.491385926794628,186.64,69.96,30.96,10.08,50,360,500,0.2,0.032
seed_18,187.49256939998378,18.64775770204984,181.44,60.28,29.12,10.16,50,360,500,0.2,0.032
seed_19,189.30230018336923,18.618313755703436,180.48,61.68,29.44,11.16,50,360,500,0.2,0.032
