,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,161.3809743,18.58180067,165.12,53.84,27.44,7.68,50,360,500,0.6,0.03
seed_1,152.1706196,18.78287236,190.88,63.92,28.32,9.72,50,360,500,0.6,0.03
seed_2,163.9458835,18.76693448,183.84,62.8,27.96,9.36,50,360,500,0.6,0.03
seed_3,143.3140172,18.75288318,199.4,60.96,24.44,7.12,50,360,500,0.6,0.03
seed_4,145.1813578,18.52824435,175.84,57,26.4,7.96,50,360,500,0.6,0.03
seed_5,158.9338388,18.58608306,176.44,51.56,22.52,6.52,50,360,500,0.6,0.03
seed_6,145.5633492,18.54311135,168.8,54.36,23.48,7.12,50,360,500,0.6,0.03
seed_7,170.665272,18.80739677,169.56,44.8,19.28,4.28,50,360,500,0.6,0.03
seed_8,153.7267991,18.58366529,176.08,54.32,22.88,6.56,50,360,500,0.6,0.03
seed_9,157.8722578,18.47532075,159.4,47.88,22.48,7.76,50,360,500,0.6,0.03
seed_10,147.2555543,18.41836518,166.4,48.84,22.68,6.28,50,360,500,0.6,0.03
seed_11,152.0470055,18.6240069,177.96,56.88,26.04,9.04,50,360,500,0.6,0.03
seed_12,142.1154755,18.69124773,189.32,63.52,24.32,6.84,50,360,500,0.6,0.03
seed_13,154.0690153,18.70286855,178.4,53.96,23.76,7.48,50,360,500,0.6,0.03
seed_14,158.2347956,18.52408024,169.08,55.76,24.08,6.92,50,360,500,0.6,0.03
seed_15,152.926798,18.66046565,199.8,64.84,29.56,8.64,50,360,500,0.6,0.03
seed_16,152.7466422,18.69216171,182.2,55.52,24.6,8.12,50,360,500,0.6,0.03
seed_17,146.1648842,18.56368396,187.56,60.12,24.4,6.84,50,360,500,0.6,0.03
seed_18,155.3493918,18.72269685,195.56,62.36,28.48,7.76,50,360,500,0.6,0.03
seed_19,155.4376742,18.7795879,182.08,58.28,26.72,7.8,50,360,500,0.6,0.03
