,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,232.97070429181417,19.585522748722948,133.96,35.68,13.72,4.32,50,360,500,0.5,0.044000000000000004
seed_1,234.33427760274677,19.222030016286425,147.72,48.52,22.68,6.92,50,360,500,0.5,0.044000000000000004
seed_2,241.47084336927145,19.336438973029505,144.68,45.0,19.72,6.04,50,360,500,0.5,0.044000000000000004
seed_3,226.47585671253168,19.502152907271483,159.32,48.76,22.56,6.32,50,360,500,0.5,0.044000000000000004
seed_4,227.98854921974998,19.41239147615169,144.08,43.12,19.36,5.56,50,360,500,0.5,0.044000000000000004
seed_5,230.71701397782033,19.328763610121616,145.84,47.68,19.36,5.8,50,360,500,0.5,0.044000000000000004
seed_6,216.53183848787606,19.02140013257945,141.2,42.84,16.92,4.24,50,360,500,0.5,0.044000000000000004
seed_7,252.29204642423767,19.348855912768077,154.48,44.12,19.64,5.56,50,360,500,0.5,0.044000000000000004
seed_8,244.67775005891576,19.25876555531365,160.84,46.2,20.12,5.84,50,360,500,0.5,0.044000000000000004
seed_9,238.85074741730517,19.194883810250715,150.64,40.88,16.68,5.72,50,360,500,0.5,0.044000000000000004
seed_10,234.1346131240145,19.21902501012757,145.8,45.68,20.28,6.52,50,360,500,0.5,0.044000000000000004
seed_11,233.6841519756539,19.528710106601558,168.8,52.16,23.64,7.0,50,360,500,0.5,0.044000000000000004
seed_12,222.34102195772198,19.56941307282528,162.2,52.2,19.6,6.68,50,360,500,0.5,0.044000000000000004
seed_13,243.17228338805643,19.28045765624352,155.52,45.2,23.08,5.84,50,360,500,0.5,0.044000000000000004
seed_14,235.16430437835322,19.191541309551997,157.28,45.44,19.56,5.68,50,360,500,0.5,0.044000000000000004
seed_15,230.7032143582547,19.273894626991808,175.12,51.84,20.36,6.48,50,360,500,0.5,0.044000000000000004
seed_16,241.77853174494882,19.98680988327647,162.52,44.08,18.8,6.24,50,360,500,0.5,0.044000000000000004
seed_17,225.92921224051614,19.343030282535384,151.0,46.12,18.28,4.84,50,360,500,0.5,0.044000000000000004
seed_18,248.87790603056095,19.325274705520577,161.04,52.64,23.16,8.16,50,360,500,0.5,0.044000000000000004
seed_19,234.6909052049674,19.61182082781868,150.4,44.04,18.56,6.08,50,360,500,0.5,0.044000000000000004
