,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,256.2761312259193,19.45741842907856,134.36,41.08,18.84,6.44,50,360,500,0.3,0.042
seed_1,259.82101838688874,19.195253068791356,160.52,49.12,20.72,5.88,50,360,500,0.3,0.042
seed_2,298.3333989468137,19.258151060947387,140.96,46.8,20.52,7.04,50,360,500,0.3,0.042
seed_3,249.24316185224546,19.562048031762334,154.64,46.72,20.88,6.44,50,360,500,0.3,0.042
seed_4,274.8786067349992,19.30492779830191,144.76,47.0,20.36,6.88,50,360,500,0.3,0.042
seed_5,273.6089634815429,19.635873148489438,154.52,48.68,21.76,7.52,50,360,500,0.3,0.042
seed_6,270.52052621894677,19.65377133437224,165.04,53.16,24.52,7.32,50,360,500,0.3,0.042
seed_7,276.5459753334744,19.784217107473317,149.16,45.28,21.76,6.92,50,360,500,0.3,0.042
seed_8,269.39496193088513,19.43525572259232,149.56,46.52,21.16,6.68,50,360,500,0.3,0.042
seed_9,281.22903969439886,19.230805743985243,142.88,45.04,18.92,5.4,50,360,500,0.3,0.042
seed_10,262.256986085986,19.182411341774248,138.2,44.0,19.48,6.72,50,360,500,0.3,0.042
seed_11,261.696867980627,19.961136862948813,145.36,44.92,19.2,5.68,50,360,500,0.3,0.042
seed_12,265.9224873999302,19.371424705092103,145.04,47.56,20.2,5.56,50,360,500,0.3,0.042
seed_13,271.39061825019803,19.70055463927705,161.2,52.68,24.24,8.08,50,360,500,0.3,0.042
seed_14,272.1288897614397,19.57043926200416,145.64,48.36,22.52,7.2,50,360,500,0.3,0.042
seed_15,254.98171125909965,19.81477646806978,163.04,52.44,21.8,7.28,50,360,500,0.3,0.042
seed_16,247.02088085523522,19.495184051073203,147.12,42.68,18.52,5.36,50,360,500,0.3,0.042
seed_17,253.8928173897055,19.282107419156105,145.96,47.92,21.0,6.68,50,360,500,0.3,0.042
seed_18,263.04987796853896,19.478402783970445,170.2,59.68,26.8,9.08,50,360,500,0.3,0.042
seed_19,259.2744840239125,19.711638259786643,141.12,41.68,18.08,5.4,50,360,500,0.3,0.042
