,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,151.36125254990705,18.95666536079254,156.76,42.0,17.12,4.64,50,360,500,0.9,0.04
seed_1,160.63035896600255,18.76677990693531,176.44,53.36,23.72,8.44,50,360,500,0.9,0.04
seed_2,150.6488084336009,18.765742743144244,180.16,56.12,23.52,7.08,50,360,500,0.9,0.04
seed_3,136.1110175099223,19.005657005496175,181.12,51.4,20.56,5.88,50,360,500,0.9,0.04
seed_4,142.9783479982773,18.91822062444577,169.16,49.76,22.76,5.72,50,360,500,0.9,0.04
seed_5,149.18057578533364,18.980919576250386,168.32,49.12,18.52,4.84,50,360,500,0.9,0.04
seed_6,136.6438110302626,18.745091706126416,173.56,46.24,18.92,5.32,50,360,500,0.9,0.04
seed_7,156.2652788698289,18.899412514226924,172.2,50.44,21.96,6.72,50,360,500,0.9,0.04
seed_8,142.5460784180531,18.72819619381782,156.28,37.92,14.8,4.88,50,360,500,0.9,0.04
seed_9,149.3816754532562,18.639363514995775,179.56,55.92,22.84,5.04,50,360,500,0.9,0.04
seed_10,133.28541792983572,18.58415715628528,164.2,46.12,18.84,5.04,50,360,500,0.9,0.04
seed_11,148.176258055751,19.123423593035827,171.48,48.36,20.84,6.68,50,360,500,0.9,0.04
seed_12,138.7677424861156,18.73500782530299,176.56,54.16,19.96,5.52,50,360,500,0.9,0.04
seed_13,146.2829234347315,18.923630387418772,189.92,58.2,26.08,9.0,50,360,500,0.9,0.04
seed_14,150.95658510944597,19.109157747181463,156.68,50.08,20.8,5.16,50,360,500,0.9,0.04
seed_15,144.7322986188744,18.919377454557623,204.76,66.52,28.8,8.92,50,360,500,0.9,0.04
seed_16,141.28012694017582,19.399403341979053,180.12,50.12,19.0,5.92,50,360,500,0.9,0.04
seed_17,144.2849084434856,18.57490746272929,169.04,50.0,18.96,6.12,50,360,500,0.9,0.04
seed_18,145.4550426771588,18.758988557515995,185.92,54.8,23.48,6.8,50,360,500,0.9,0.04
seed_19,142.44430202506413,18.9439388352639,194.96,54.0,22.2,6.32,50,360,500,0.9,0.04
