,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,109.66671834744149,17.483058870427577,200.52,70.8,35.08,11.84,50,360,500,0.1,0.02
seed_1,107.55696192768946,17.615467571052292,228.16,87.52,41.36,13.6,50,360,500,0.1,0.02
seed_2,116.36853577205201,17.666689949035852,217.52,85.52,43.16,16.52,50,360,500,0.1,0.02
seed_3,102.26508924188087,17.39037626027889,232.8,86.52,42.28,13.92,50,360,500,0.1,0.02
seed_4,108.11317984708352,17.491710859250507,228.04,89.56,44.92,15.64,50,360,500,0.1,0.02
seed_5,111.44112136777228,17.50136463724963,226.68,79.52,37.56,12.08,50,360,500,0.1,0.02
seed_6,109.03598697167904,17.390460817292233,228.32,88.12,43.0,16.08,50,360,500,0.1,0.02
seed_7,116.99090830475167,17.499088380316547,191.92,71.8,34.76,12.36,50,360,500,0.1,0.02
seed_8,107.58744664043024,17.556832092303377,217.2,76.32,34.08,11.56,50,360,500,0.1,0.02
seed_9,111.66919503954381,17.396352152170902,217.36,80.24,36.88,13.36,50,360,500,0.1,0.02
seed_10,109.56192355077147,17.400357027940256,224.0,78.96,38.16,12.4,50,360,500,0.1,0.02
seed_11,111.75468797311761,17.590235810435626,220.44,81.72,41.64,15.16,50,360,500,0.1,0.02
seed_12,108.83654509743333,17.373994311657885,222.2,79.96,36.96,12.48,50,360,500,0.1,0.02
seed_13,114.40113210426799,17.46397961208052,216.0,78.44,34.84,11.56,50,360,500,0.1,0.02
seed_14,105.7202401621563,17.38377637622616,224.32,83.76,39.84,15.2,50,360,500,0.1,0.02
seed_15,112.24801868814284,17.553792906384594,221.64,81.96,40.4,12.96,50,360,500,0.1,0.02
seed_16,109.49422087283628,17.58410076503142,215.88,79.52,35.24,11.0,50,360,500,0.1,0.02
seed_17,105.07549684521591,17.31779242973712,222.76,84.92,40.56,13.6,50,360,500,0.1,0.02
seed_18,109.29199532505379,17.546616681903576,239.68,90.08,44.4,15.52,50,360,500,0.1,0.02
seed_19,110.35050762067348,17.523087209931262,227.28,85.4,40.44,13.32,50,360,500,0.1,0.02
