,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,346.80656006459094,20.14070552754552,111.2,34.88,15.28,5.0,50,360,500,0.3,0.048
seed_1,324.5315557937258,19.610973197650157,132.96,42.6,18.52,5.8,50,360,500,0.3,0.048
seed_2,339.4259549499209,20.07267373267968,122.52,41.2,17.96,5.56,50,360,500,0.3,0.048
seed_3,296.31468995026006,19.972299333068875,139.2,44.76,21.32,6.48,50,360,500,0.3,0.048
seed_4,327.42224072691204,20.018506432996123,119.92,38.16,17.6,5.76,50,360,500,0.3,0.048
seed_5,344.98796827062733,20.227366854262737,134.2,41.92,17.0,5.36,50,360,500,0.3,0.048
seed_6,325.6368636995471,20.172011962532437,148.16,47.84,20.96,7.24,50,360,500,0.3,0.048
seed_7,327.6539386912658,20.17327089863177,132.28,42.16,18.92,6.56,50,360,500,0.3,0.048
seed_8,331.50785338450487,20.10834845215129,147.36,49.8,21.44,5.76,50,360,500,0.3,0.048
seed_9,345.7104192035014,19.89743563026636,112.48,32.2,14.84,5.04,50,360,500,0.3,0.048
seed_10,332.38520464392315,19.547155464719015,134.92,39.48,17.12,5.92,50,360,500,0.3,0.048
seed_11,315.6940652584293,20.34088028618132,140.84,44.68,19.32,6.16,50,360,500,0.3,0.048
seed_12,325.1488961599046,20.056940399845274,129.04,41.64,16.64,5.52,50,360,500,0.3,0.048
seed_13,332.95386726618347,19.846689431441316,143.4,41.84,17.68,5.04,50,360,500,0.3,0.048
seed_14,305.5167554049235,20.00530450712425,143.76,43.16,20.56,7.88,50,360,500,0.3,0.048
seed_15,336.4209001603625,20.420522771662085,124.88,37.96,15.8,4.4,50,360,500,0.3,0.048
seed_16,326.63863225634867,20.26539303873777,140.52,42.76,19.48,6.2,50,360,500,0.3,0.048
seed_17,331.3266617084218,20.39578112980454,125.6,34.4,14.64,4.08,50,360,500,0.3,0.048
seed_18,331.8433737628467,19.705227159616197,146.56,46.12,21.84,6.64,50,360,500,0.3,0.048
seed_19,313.3298853324514,20.030873154833447,135.0,44.92,20.44,5.52,50,360,500,0.3,0.048
