,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,211.21918186329037,18.813800382730115,158.0,52.32,23.24,7.56,50,360,500,0.2,0.034
seed_1,217.27599197690068,18.736744830747764,181.08,64.08,29.72,10.2,50,360,500,0.2,0.034
seed_2,227.08203203029163,18.991898144317684,163.48,58.84,25.8,7.64,50,360,500,0.2,0.034
seed_3,201.3403996878599,18.77575459149751,178.52,58.96,24.44,7.12,50,360,500,0.2,0.034
seed_4,205.6288031815896,18.655527883726297,168.56,55.76,25.96,8.0,50,360,500,0.2,0.034
seed_5,218.9625428737719,18.746384299355444,166.8,58.68,27.84,8.6,50,360,500,0.2,0.034
seed_6,218.219233407367,18.664631169382986,166.12,54.68,25.6,8.64,50,360,500,0.2,0.034
seed_7,211.96979580839053,18.84355269129409,156.64,52.08,23.52,8.6,50,360,500,0.2,0.034
seed_8,209.2590513616181,18.66604438717924,163.4,57.84,26.16,8.2,50,360,500,0.2,0.034
seed_9,218.44304636202364,18.680558282801126,154.72,48.48,22.12,7.76,50,360,500,0.2,0.034
seed_10,214.655579733855,18.41017002082295,161.64,49.32,22.4,7.64,50,360,500,0.2,0.034
seed_11,215.206485086768,19.00401655204726,167.16,56.48,25.16,8.68,50,360,500,0.2,0.034
seed_12,214.10925126411945,18.686404357793197,160.28,55.52,27.0,9.76,50,360,500,0.2,0.034
seed_13,222.02098189981314,18.613115814334527,168.48,59.36,25.32,8.28,50,360,500,0.2,0.034
seed_14,215.6939583042934,18.720148817872218,161.56,54.0,22.8,7.48,50,360,500,0.2,0.034
seed_15,219.48137702030988,18.86093817688774,174.0,59.16,28.24,8.76,50,360,500,0.2,0.034
seed_16,217.22124150633084,19.3165108871941,170.64,54.96,25.64,7.12,50,360,500,0.2,0.034
seed_17,199.79907749849147,18.710711202783845,175.68,60.24,26.36,7.04,50,360,500,0.2,0.034
seed_18,205.1973942591546,18.63276443687456,162.84,53.2,24.28,7.8,50,360,500,0.2,0.034
seed_19,203.34909085065053,18.767195084092872,173.4,58.72,28.6,10.28,50,360,500,0.2,0.034
