,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,196.8502119448181,18.997765257893132,151.6,42.56,18.68,5.8,50,360,500,0.7,0.046
seed_1,202.9916675908889,18.840249308459015,173.24,50.88,21.28,6.52,50,360,500,0.7,0.046
seed_2,205.5167371208655,19.23688875403528,168.12,52.04,21.12,6.64,50,360,500,0.7,0.046
seed_3,176.2128014223359,18.973095043864202,171.84,52.52,21.76,7.48,50,360,500,0.7,0.046
seed_4,192.3206985075868,19.42026546544302,164.56,49.72,21.36,7.16,50,360,500,0.7,0.046
seed_5,203.97570027533362,19.47442281941288,132.0,37.6,16.8,5.72,50,360,500,0.7,0.046
seed_6,185.01840984680663,19.045782004141238,158.8,41.76,14.88,4.4,50,360,500,0.7,0.046
seed_7,213.21891380264088,19.349426502730232,140.6,40.56,17.8,6.36,50,360,500,0.7,0.046
seed_8,203.8338746577213,19.1143771890303,161.04,45.8,19.68,3.64,50,360,500,0.7,0.046
seed_9,193.25876484557938,18.920217648785275,144.84,39.68,17.76,5.2,50,360,500,0.7,0.046
seed_10,186.60131265295703,18.982748782136305,148.0,43.48,18.52,4.12,50,360,500,0.7,0.046
seed_11,190.16258653105683,19.36699297067954,163.92,47.56,19.08,5.04,50,360,500,0.7,0.046
seed_12,180.4694217443118,18.96659648653586,158.08,44.68,18.0,6.0,50,360,500,0.7,0.046
seed_13,190.09827850217525,19.621580849638733,159.64,51.36,24.92,8.52,50,360,500,0.7,0.046
seed_14,210.68500336845213,19.305711642082073,159.56,45.84,17.36,4.4,50,360,500,0.7,0.046
seed_15,188.1302705299512,19.26965213809347,174.4,49.6,22.64,6.68,50,360,500,0.7,0.046
seed_16,195.7130659396117,19.331601287152246,163.52,45.8,19.16,6.2,50,360,500,0.7,0.046
seed_17,194.86905872152394,19.190934684689815,170.44,47.28,18.0,5.2,50,360,500,0.7,0.046
seed_18,200.95247958055134,18.975909380996846,190.76,59.4,24.64,8.12,50,360,500,0.7,0.046
seed_19,198.4394914487922,19.29072228758616,167.96,47.8,20.36,5.68,50,360,500,0.7,0.046
