,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,184.8082721810158,18.728215147640014,169.68,56.84,27.04,9.6,50,360,500,0.3,0.032
seed_1,188.78014893608304,18.477632556743472,185.12,66.48,29.64,8.64,50,360,500,0.3,0.032
seed_2,201.91736404849655,18.828421572027498,161.76,59.04,28.4,9.84,50,360,500,0.3,0.032
seed_3,172.54617507518066,18.527402196703104,187.88,62.92,27.48,9.72,50,360,500,0.3,0.032
seed_4,184.1401615620149,18.54169784402643,161.56,53.08,24.52,8.24,50,360,500,0.3,0.032
seed_5,191.65770144240997,18.609844075246347,181.24,62.88,29.08,9.48,50,360,500,0.3,0.032
seed_6,182.18471233380112,18.63784649328222,170.12,60.0,29.36,10.2,50,360,500,0.3,0.032
seed_7,192.42757521110877,18.671944873289657,158.6,54.08,25.56,7.88,50,360,500,0.3,0.032
seed_8,187.18484620183565,18.557858631796588,161.16,50.4,23.28,7.4,50,360,500,0.3,0.032
seed_9,192.4485794725112,18.44779882545432,143.2,49.24,22.2,6.44,50,360,500,0.3,0.032
seed_10,186.2287593609355,18.35027482732673,167.08,54.92,23.6,7.08,50,360,500,0.3,0.032
seed_11,189.50332165046024,18.88061464746021,174.0,59.04,27.16,8.52,50,360,500,0.3,0.032
seed_12,188.62246765843693,18.48608056628981,173.68,58.4,25.72,9.08,50,360,500,0.3,0.032
seed_13,197.00326852124925,18.476228451354757,179.32,56.36,24.0,7.96,50,360,500,0.3,0.032
seed_14,185.1818600090476,18.54648030670551,167.24,55.16,26.36,9.4,50,360,500,0.3,0.032
seed_15,185.5186718860849,18.899147308441563,200.56,68.44,32.52,11.12,50,360,500,0.3,0.032
seed_16,191.41011827549184,18.72972156912264,168.52,56.48,24.2,6.64,50,360,500,0.3,0.032
seed_17,171.88993003557272,18.456096213547664,188.2,63.48,25.52,7.2,50,360,500,0.3,0.032
seed_18,177.59499235181892,18.642066674160326,170.96,57.2,24.84,7.4,50,360,500,0.3,0.032
seed_19,180.53814592119102,18.501011560389674,182.64,61.6,29.44,9.68,50,360,500,0.3,0.032
