,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,598.7824753718761,22.84623275678653,106.24,33.24,13.88,3.68,50,360,500,0.6,0.1
seed_1,590.7566569730351,22.082947814268625,105.48,30.12,12.52,4.48,50,360,500,0.6,0.1
seed_2,631.0099267401429,22.77454121008443,100.08,29.72,12.8,4.32,50,360,500,0.6,0.1
seed_3,606.7209486253608,23.364977902659838,115.16,30.04,12.88,3.28,50,360,500,0.6,0.1
seed_4,646.0113663497777,22.52533025647675,102.76,29.6,10.24,2.84,50,360,500,0.6,0.1
seed_5,614.639649469186,22.347188770635736,94.64,26.64,11.64,2.72,50,360,500,0.6,0.1
seed_6,607.9706266033672,21.399546014002397,113.28,32.84,14.44,4.8,50,360,500,0.6,0.1
seed_7,605.2181307193775,21.747737561794427,117.48,34.4,14.08,4.56,50,360,500,0.6,0.1
seed_8,607.399360155528,20.888490955914122,112.72,31.2,12.36,3.64,50,360,500,0.6,0.1
seed_9,603.9981153635418,21.50614500694132,121.88,33.08,11.36,3.36,50,360,500,0.6,0.1
seed_10,607.5399388698645,21.087422954082573,120.12,32.24,13.64,3.88,50,360,500,0.6,0.1
seed_11,595.1631824424442,21.894174556008416,117.92,31.56,12.44,3.56,50,360,500,0.6,0.1
seed_12,620.3698389779561,22.652825499149486,111.8,34.72,15.0,4.76,50,360,500,0.6,0.1
seed_13,592.0051753742828,21.596347812688165,107.32,28.72,12.96,3.28,50,360,500,0.6,0.1
seed_14,624.8256016027294,24.86336137953125,118.16,36.36,15.52,4.48,50,360,500,0.6,0.1
seed_15,609.6451912863402,21.569145200818628,120.6,37.64,17.64,5.8,50,360,500,0.6,0.1
seed_16,578.2330211823853,21.799945073326253,122.76,38.08,17.24,5.32,50,360,500,0.6,0.1
seed_17,600.7698782718159,21.68837116131095,114.0,34.28,14.0,3.68,50,360,500,0.6,0.1
seed_18,608.3871709397947,21.349122883093777,127.6,38.8,18.76,6.32,50,360,500,0.6,0.1
seed_19,643.3914139962847,21.666294861334162,118.04,35.08,14.48,4.88,50,360,500,0.6,0.1
