,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,168.17875852663965,18.94844112593819,157.96,48.24,21.96,5.44,50,360,500,0.7,0.036000000000000004
seed_1,167.32908936182284,18.810558949409977,167.24,47.48,20.68,7.92,50,360,500,0.7,0.036000000000000004
seed_2,174.82542233463147,18.85971593072208,174.48,53.56,24.12,7.84,50,360,500,0.7,0.036000000000000004
seed_3,149.3812001606011,18.840702389900763,190.08,59.68,24.48,7.44,50,360,500,0.7,0.036000000000000004
seed_4,156.08408360445256,18.976807446870225,173.24,52.52,21.52,6.68,50,360,500,0.7,0.036000000000000004
seed_5,167.80407903342513,18.83556999973697,171.76,52.84,20.92,6.08,50,360,500,0.7,0.036000000000000004
seed_6,157.67800666676504,18.83619457103509,167.36,52.8,22.16,5.52,50,360,500,0.7,0.036000000000000004
seed_7,176.49318859662964,18.94648920556541,171.76,51.72,21.56,6.32,50,360,500,0.7,0.036000000000000004
seed_8,169.74919705386128,18.792464926552288,171.64,50.0,20.28,5.0,50,360,500,0.7,0.036000000000000004
seed_9,157.72461135121213,18.715591011198043,166.4,48.6,20.4,6.16,50,360,500,0.7,0.036000000000000004
seed_10,162.72489115897662,18.608774840867966,156.84,41.12,16.96,4.32,50,360,500,0.7,0.036000000000000004
seed_11,159.20785530509363,18.922453595815007,158.44,45.6,18.96,5.64,50,360,500,0.7,0.036000000000000004
seed_12,158.6653996669317,18.76909873526435,168.68,50.8,19.36,6.96,50,360,500,0.7,0.036000000000000004
seed_13,166.19826357001202,18.673971660191416,183.24,55.28,24.2,7.64,50,360,500,0.7,0.036000000000000004
seed_14,175.86627637582546,18.7228506906521,167.68,51.4,22.12,6.72,50,360,500,0.7,0.036000000000000004
seed_15,160.43173491469722,18.809855659055017,190.36,60.96,26.76,9.32,50,360,500,0.7,0.036000000000000004
seed_16,167.24275118179096,19.47486629474187,178.68,53.12,22.0,6.2,50,360,500,0.7,0.036000000000000004
seed_17,158.22887738082008,18.762344862668666,171.72,51.4,20.92,5.2,50,360,500,0.7,0.036000000000000004
seed_18,161.51425257431714,18.944212921538337,180.4,54.4,22.64,8.0,50,360,500,0.7,0.036000000000000004
seed_19,164.31242044584417,18.769759414757964,173.68,55.28,23.64,8.28,50,360,500,0.7,0.036000000000000004
