,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,337.38947166743935,20.16565425195181,120.72,40.48,19.08,6.32,50,360,500,0.0,0.042
seed_1,340.3205297626814,19.89641062306214,126.92,43.72,20.24,6.64,50,360,500,0.0,0.042
seed_2,347.83490311364795,19.557276173465436,134.96,47.4,22.44,7.08,50,360,500,0.0,0.042
seed_3,318.4976834533481,19.979962858134385,145.76,52.16,22.0,7.04,50,360,500,0.0,0.042
seed_4,343.55417060332906,19.633279407880423,124.56,43.56,20.76,6.88,50,360,500,0.0,0.042
seed_5,344.71108347705893,19.953395490799878,147.4,51.04,21.68,7.24,50,360,500,0.0,0.042
seed_6,336.88996477211595,19.788372230859792,137.6,48.76,22.6,6.68,50,360,500,0.0,0.042
seed_7,342.39407565407515,20.23810281393165,130.68,37.72,17.96,5.8,50,360,500,0.0,0.042
seed_8,356.15525870551784,19.74289309006238,128.96,44.44,22.8,6.96,50,360,500,0.0,0.042
seed_9,342.3084034431464,19.576023549441686,135.32,44.08,20.96,7.04,50,360,500,0.0,0.042
seed_10,326.7687632894209,19.59939515707006,129.84,45.68,21.56,6.52,50,360,500,0.0,0.042
seed_11,334.375697140724,20.189974261544663,129.96,43.76,20.48,6.68,50,360,500,0.0,0.042
seed_12,347.9433453964963,20.011277408911845,126.12,44.6,19.36,5.84,50,360,500,0.0,0.042
seed_13,346.3958061254492,19.77329379775826,141.84,43.28,19.0,6.24,50,360,500,0.0,0.042
seed_14,340.9044184808889,19.698937372436998,138.64,48.2,23.44,8.0,50,360,500,0.0,0.042
seed_15,319.4824999767773,19.684322080451807,155.0,52.6,24.8,7.2,50,360,500,0.0,0.042
seed_16,349.31322730905976,19.790816104824504,125.72,42.08,19.12,5.48,50,360,500,0.0,0.042
seed_17,328.5112213094092,19.822734232471486,143.28,45.76,20.12,5.84,50,360,500,0.0,0.042
seed_18,342.7856698644175,19.900052192874984,142.24,53.6,25.44,9.32,50,360,500,0.0,0.042
seed_19,332.2949994409901,19.85386610173554,141.24,43.68,21.48,7.2,50,360,500,0.0,0.042
