,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,280.72681624335945,19.66315109916667,136.84,42.48,18.56,5.6,50,360,500,0.1,0.04
seed_1,292.82926566428023,19.48316492110901,145.44,49.4,21.52,6.84,50,360,500,0.1,0.04
seed_2,313.7787524349774,19.583405908165236,144.0,46.92,20.68,5.76,50,360,500,0.1,0.04
seed_3,281.4131421628656,19.527696717001774,152.32,49.0,21.48,6.72,50,360,500,0.1,0.04
seed_4,285.69977582225016,19.545341992949204,143.4,48.8,23.64,8.36,50,360,500,0.1,0.04
seed_5,280.4800025042492,19.405084382691737,156.4,55.24,24.8,7.44,50,360,500,0.1,0.04
seed_6,293.3438357631019,19.359630293556815,142.36,49.72,24.2,9.04,50,360,500,0.1,0.04
seed_7,291.7831420263996,19.676717808043055,134.12,43.6,20.8,6.96,50,360,500,0.1,0.04
seed_8,291.9150459023824,19.388132405642303,147.92,49.68,24.52,7.76,50,360,500,0.1,0.04
seed_9,300.1396672002898,19.28999618267701,146.72,41.36,18.2,5.52,50,360,500,0.1,0.04
seed_10,277.1494487611889,19.39416607024884,141.04,48.8,22.04,7.44,50,360,500,0.1,0.04
seed_11,279.0601444692142,19.93087851433727,144.68,45.96,21.08,6.32,50,360,500,0.1,0.04
seed_12,303.92111211643515,19.268731010559197,135.64,44.56,21.56,6.84,50,360,500,0.1,0.04
seed_13,292.6985791253035,19.353102343975866,145.2,48.0,22.96,7.2,50,360,500,0.1,0.04
seed_14,299.18185786014294,19.373056935475564,132.8,40.8,17.88,5.64,50,360,500,0.1,0.04
seed_15,297.49802064929656,19.234726684749717,152.76,56.68,26.8,9.52,50,360,500,0.1,0.04
seed_16,283.601945398132,19.601754974024054,150.6,50.36,19.88,6.32,50,360,500,0.1,0.04
seed_17,277.9191150289485,19.331373576164182,147.12,47.72,21.52,7.08,50,360,500,0.1,0.04
seed_18,296.84808686243133,19.434036159123362,161.4,55.96,25.72,8.44,50,360,500,0.1,0.04
seed_19,291.1273964849697,19.516364083870055,130.6,39.52,19.44,5.52,50,360,500,0.1,0.04
