,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,80.88067705010998,17.70774840618562,75.2,22.56,9.84,2.56,25,360,500,0.5,0.02
seed_1,78.08487531214016,17.534659365127798,90.08,27.12,11.6,3.76,25,360,500,0.5,0.02
seed_2,85.55621591542608,17.562261816076923,64.0,19.92,8.0,2.4,25,360,500,0.5,0.02
seed_3,82.5736010904859,17.53675408914558,89.92,29.12,11.76,4.0,25,360,500,0.5,0.02
seed_4,78.72353732265374,17.932743393669668,76.4,21.12,7.6,2.0,25,360,500,0.5,0.02
seed_5,89.41037816300144,17.621707133668277,66.0,20.56,9.2,2.88,25,360,500,0.5,0.02
seed_6,81.9973197503071,17.73041570220039,76.32,20.08,8.56,2.64,25,360,500,0.5,0.02
seed_7,85.76648950801415,17.85020149657404,73.36,18.0,6.96,1.68,25,360,500,0.5,0.02
seed_8,90.86785906822591,17.832328177687323,69.2,22.72,7.84,2.56,25,360,500,0.5,0.02
seed_9,87.91826265269583,17.52458001958691,75.52,23.2,11.6,3.84,25,360,500,0.5,0.02
seed_10,84.04178546791242,17.658086418396003,85.28,21.2,8.8,3.04,25,360,500,0.5,0.02
seed_11,87.76691603850637,17.68537445468259,83.28,24.88,9.68,1.44,25,360,500,0.5,0.02
seed_12,85.38338791962471,17.982792303248512,72.32,23.84,11.52,3.36,25,360,500,0.5,0.02
seed_13,82.12817191441953,17.689767001748017,67.12,19.36,8.64,2.8,25,360,500,0.5,0.02
seed_14,72.75248325360218,17.42100909934092,70.64,24.4,12.16,5.04,25,360,500,0.5,0.02
seed_15,83.69817414424219,18.175162791036705,80.0,24.72,9.6,2.16,25,360,500,0.5,0.02
seed_16,77.66440523735619,18.077793494088397,77.2,24.08,12.0,4.8,25,360,500,0.5,0.02
seed_17,87.74422400307391,17.724944846462595,73.04,21.28,8.32,2.64,25,360,500,0.5,0.02
seed_18,89.82430369465146,17.791316682109276,91.84,27.68,12.48,3.52,25,360,500,0.5,0.02
seed_19,87.92368950631386,17.81075842443086,82.96,25.36,11.04,3.04,25,360,500,0.5,0.02
