,Unnamed: 0,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
0,seed_0,351.2436623860598,20.412516407680357,130.24,35.0,13.2,3.4,50,360,500,0.5,0.06
1,seed_1,337.90350884165207,20.396403503513543,147.4,47.52,21.24,5.56,50,360,500,0.5,0.06
2,seed_2,360.9031541274538,20.4237067038626,123.44,36.0,17.2,4.84,50,360,500,0.5,0.06
3,seed_3,346.18673929311524,20.44784013576964,126.44,39.52,16.68,4.44,50,360,500,0.5,0.06
4,seed_4,343.3815969253589,20.04850925396013,127.56,38.56,17.2,4.96,50,360,500,0.5,0.06
5,seed_5,359.4449337184223,20.44504954729366,129.28,41.72,18.08,6.16,50,360,500,0.5,0.06
6,seed_6,341.9692473398157,20.07600180013203,134.0,38.64,15.04,4.16,50,360,500,0.5,0.06
7,seed_7,373.336379729541,20.555068063304088,133.0,39.08,16.6,5.88,50,360,500,0.5,0.06
8,seed_8,357.1787600298222,20.48532632145214,120.68,31.92,12.64,3.64,50,360,500,0.5,0.06
9,seed_9,381.3380597801555,20.609098999524043,118.92,32.16,13.44,3.8,50,360,500,0.5,0.06
10,seed_10,363.7354085369061,20.72504100555683,123.76,38.6,17.68,5.12,50,360,500,0.5,0.06
11,seed_11,360.9546221998148,20.80103695014868,125.24,39.4,17.76,5.24,50,360,500,0.5,0.06
12,seed_12,339.4559328726235,20.240085944136165,130.0,39.16,15.4,3.68,50,360,500,0.5,0.06
13,seed_13,362.6526051442555,20.622451941023822,116.48,31.44,12.4,3.96,50,360,500,0.5,0.06
14,seed_14,366.591168146509,20.13647078255447,130.4,39.16,17.0,5.04,50,360,500,0.5,0.06
15,seed_15,347.6394850541976,20.757834903575212,131.4,34.32,12.76,4.28,50,360,500,0.5,0.06
16,seed_16,343.81646123706577,20.418917311529924,137.84,41.68,19.92,6.48,50,360,500,0.5,0.06
17,seed_17,354.1408259022982,20.313808494538183,122.16,32.6,13.04,3.8,50,360,500,0.5,0.06
18,seed_18,361.9457533196252,20.09585898322913,141.2,41.8,16.12,5.32,50,360,500,0.5,0.06
19,seed_19,342.877128041625,20.90082221152871,124.36,35.28,13.32,4.12,50,360,500,0.5,0.06
