,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,177.1572194,18.42859021,165.52,58.08,27.92,9.84,50,360,500,0.2,0.03
seed_1,181.5585345,18.27274763,180.04,64.72,31.2,11.12,50,360,500,0.2,0.03
seed_2,184.8151296,18.36685499,178.48,61.88,29.6,9.48,50,360,500,0.2,0.03
seed_3,164.519379,18.368743,198.96,68.24,29.44,10.28,50,360,500,0.2,0.03
seed_4,177.6667417,18.28771247,183.8,62.12,30.28,10.28,50,360,500,0.2,0.03
seed_5,184.6263744,18.32098909,179.16,61.32,28.92,9.88,50,360,500,0.2,0.03
seed_6,181.1101007,18.26744306,183.72,64.8,32.24,10.36,50,360,500,0.2,0.03
seed_7,185.8984557,18.48752663,167.88,55.8,24.16,6.92,50,360,500,0.2,0.03
seed_8,175.0789337,18.25248319,169.44,56,26.08,8,50,360,500,0.2,0.03
seed_9,178.2552098,18.28010544,167.64,60.84,28.8,8.84,50,360,500,0.2,0.03
seed_10,177.3555085,18.20036493,174.52,61.64,29.8,9.04,50,360,500,0.2,0.03
seed_11,178.484871,18.50787474,175.48,59.76,29.6,10.24,50,360,500,0.2,0.03
seed_12,173.7237018,18.26462525,178.32,58.64,26.12,9.08,50,360,500,0.2,0.03
seed_13,188.8153108,18.33518361,185.52,62.16,28.84,11,50,360,500,0.2,0.03
seed_14,181.0589611,18.33813077,177.84,59.96,26.92,8.92,50,360,500,0.2,0.03
seed_15,178.2806651,18.4444308,187.76,62.64,28.88,9.6,50,360,500,0.2,0.03
seed_16,185.8606923,18.49870204,171.12,55.16,24.88,7.84,50,360,500,0.2,0.03
seed_17,169.7016557,18.23769809,198.32,72.72,33.08,10.56,50,360,500,0.2,0.03
seed_18,173.3060944,18.45395483,196.36,69.8,30.96,9.4,50,360,500,0.2,0.03
seed_19,177.0908446,18.40734063,196.96,70.16,33.36,10.32,50,360,500,0.2,0.03
