,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,239.63193819332272,19.747207575634405,142.0,40.0,17.64,4.6,50,360,500,0.9,0.1
seed_1,243.3203275201315,19.61920318415921,165.76,48.52,20.92,5.8,50,360,500,0.9,0.1
seed_2,237.7847330256318,19.0500366023863,168.12,53.92,21.44,6.32,50,360,500,0.9,0.1
seed_3,232.34905875638816,20.841703574295796,174.72,53.92,23.32,6.0,50,360,500,0.9,0.1
seed_4,213.9607614792224,19.617065693127486,155.2,45.08,17.84,4.2,50,360,500,0.9,0.1
seed_5,240.15236669354192,19.809892265473266,140.76,39.84,17.4,5.4,50,360,500,0.9,0.1
seed_6,221.90503026768053,18.78862883313472,161.16,47.12,20.0,6.12,50,360,500,0.9,0.1
seed_7,248.5927927008313,19.38863730518343,155.8,43.4,18.28,6.08,50,360,500,0.9,0.1
seed_8,236.29288632264826,19.201941566503066,168.0,44.96,18.28,4.52,50,360,500,0.9,0.1
seed_9,240.64673012042363,19.472331835792968,142.64,36.4,13.08,3.8,50,360,500,0.9,0.1
seed_10,231.2769075160526,19.590505937235154,162.48,47.24,19.8,5.24,50,360,500,0.9,0.1
seed_11,229.72992090428406,19.012574263333,147.88,41.48,17.84,4.76,50,360,500,0.9,0.1
seed_12,227.50604925325544,19.48543888524236,180.48,57.48,24.04,6.2,50,360,500,0.9,0.1
seed_13,234.73797126320554,19.1460921994521,162.84,47.12,19.76,6.0,50,360,500,0.9,0.1
seed_14,244.62305450594786,19.659221253570628,159.8,46.6,17.92,5.04,50,360,500,0.9,0.1
seed_15,230.56295143583802,19.479852487772902,168.44,47.48,18.64,6.76,50,360,500,0.9,0.1
seed_16,230.26811154789692,19.3739843634199,155.72,38.52,13.44,3.64,50,360,500,0.9,0.1
seed_17,227.70729069391794,19.40988754680925,153.12,45.16,17.24,4.0,50,360,500,0.9,0.1
seed_18,234.43348303204846,19.548298359310426,176.8,50.0,21.2,6.16,50,360,500,0.9,0.1
seed_19,228.95212771590406,19.66422783108779,177.0,48.44,17.32,5.16,50,360,500,0.9,0.1
