,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,159.85055200913865,18.854205837307045,162.36,44.72,19.88,5.56,50,360,500,0.8,0.036000000000000004
seed_1,161.08794152019672,18.727080576737187,174.96,49.88,21.48,7.76,50,360,500,0.8,0.036000000000000004
seed_2,157.0156525174426,19.05297604302077,172.0,50.68,21.04,7.2,50,360,500,0.8,0.036000000000000004
seed_3,140.70442915316082,19.036567979758505,199.44,61.64,24.28,7.24,50,360,500,0.8,0.036000000000000004
seed_4,144.9067607943143,18.93677444444654,171.04,51.32,23.04,7.96,50,360,500,0.8,0.036000000000000004
seed_5,161.18852999931755,19.01393659589708,159.68,44.88,17.64,3.72,50,360,500,0.8,0.036000000000000004
seed_6,153.01784045292365,18.674426708599647,168.56,51.76,21.08,4.6,50,360,500,0.8,0.036000000000000004
seed_7,156.64286139187868,18.730388708641307,165.04,45.36,21.52,6.04,50,360,500,0.8,0.036000000000000004
seed_8,151.20887503582372,18.580790624362542,162.28,45.56,18.72,5.0,50,360,500,0.8,0.036000000000000004
seed_9,154.54542011246338,18.67802749957641,165.24,53.04,22.12,7.32,50,360,500,0.8,0.036000000000000004
seed_10,148.79247565149058,18.6502414102094,165.88,48.72,19.36,5.12,50,360,500,0.8,0.036000000000000004
seed_11,149.7772479608613,18.95165732787445,173.84,50.48,20.16,5.44,50,360,500,0.8,0.036000000000000004
seed_12,146.89176380957474,18.85652974618795,183.84,58.32,23.92,5.92,50,360,500,0.8,0.036000000000000004
seed_13,156.4403917679175,18.710432267240176,186.52,56.88,26.36,8.2,50,360,500,0.8,0.036000000000000004
seed_14,158.0309174271073,18.73734874286287,170.64,49.84,22.64,5.84,50,360,500,0.8,0.036000000000000004
seed_15,147.86690947477155,18.787564821000352,185.44,52.44,21.72,7.36,50,360,500,0.8,0.036000000000000004
seed_16,151.42073627270952,19.158859059018752,169.48,46.36,18.92,6.4,50,360,500,0.8,0.036000000000000004
seed_17,151.48244270130675,18.74411955951602,182.8,56.0,22.0,6.76,50,360,500,0.8,0.036000000000000004
seed_18,151.77488437526685,18.80921578102915,192.48,57.16,23.68,6.24,50,360,500,0.8,0.036000000000000004
seed_19,154.95115124663778,18.876956628916968,174.16,52.64,22.4,6.2,50,360,500,0.8,0.036000000000000004
