,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,201.25050979133331,18.790635030770986,146.28,44.4,20.24,5.52,50,360,500,0.4,0.036000000000000004
seed_1,188.99345388891388,18.732253672055954,173.96,57.92,26.32,8.72,50,360,500,0.4,0.036000000000000004
seed_2,207.02394876042374,19.087382146264027,167.68,57.2,25.6,7.88,50,360,500,0.4,0.036000000000000004
seed_3,195.15075495520057,18.91878372999404,172.08,51.6,22.2,6.84,50,360,500,0.4,0.036000000000000004
seed_4,193.51727929985958,18.964493674574,163.84,51.12,23.48,7.96,50,360,500,0.4,0.036000000000000004
seed_5,195.2107433364295,18.900469396442887,174.36,59.96,28.24,9.44,50,360,500,0.4,0.036000000000000004
seed_6,195.73257035732684,18.84051248445381,163.04,53.72,24.0,8.4,50,360,500,0.4,0.036000000000000004
seed_7,216.3056322196456,19.08826483011116,155.36,47.16,21.24,7.08,50,360,500,0.4,0.036000000000000004
seed_8,199.16202901102733,18.79257468697614,165.24,49.72,20.72,5.64,50,360,500,0.4,0.036000000000000004
seed_9,211.40050457987869,18.68109347511211,158.2,53.04,23.56,7.52,50,360,500,0.4,0.036000000000000004
seed_10,203.19307070065747,18.713105776105003,159.12,48.2,19.64,5.28,50,360,500,0.4,0.036000000000000004
seed_11,198.66857537035384,19.075578932115405,155.76,51.64,22.76,5.4,50,360,500,0.4,0.036000000000000004
seed_12,192.2023724461321,18.6000686250345,168.04,52.08,23.2,7.64,50,360,500,0.4,0.036000000000000004
seed_13,208.81636958172928,18.833402954668625,167.72,53.8,23.0,6.4,50,360,500,0.4,0.036000000000000004
seed_14,202.55840906777394,18.866593440565286,162.12,51.56,22.12,6.6,50,360,500,0.4,0.036000000000000004
seed_15,201.73207006588547,19.189311699272643,182.24,56.08,25.96,7.96,50,360,500,0.4,0.036000000000000004
seed_16,199.7784322296412,18.98267341614676,161.28,53.32,22.6,6.24,50,360,500,0.4,0.036000000000000004
seed_17,193.63709761021065,18.86876068021967,166.4,53.08,22.68,7.36,50,360,500,0.4,0.036000000000000004
seed_18,203.94653324181064,18.88017550522954,166.12,59.56,27.08,8.48,50,360,500,0.4,0.036000000000000004
seed_19,196.66581490231613,19.095245798694762,165.36,54.12,22.4,7.12,50,360,500,0.4,0.036000000000000004
