,Unnamed: 0,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
0,seed_0,255.30410219242916,19.48447369514991,147.72,40.68,17.32,5.08,50,360,500,0.7,0.06
1,seed_1,246.42998501658155,19.80700211904845,157.68,45.32,18.84,6.28,50,360,500,0.7,0.06
2,seed_2,260.35546762877897,19.56743558261048,150.6,48.48,21.48,5.92,50,360,500,0.7,0.06
3,seed_3,239.50652891449275,19.378829820129315,161.88,48.4,20.28,7.04,50,360,500,0.7,0.06
4,seed_4,240.13257474387032,19.68215988102414,140.4,38.56,14.44,3.2,50,360,500,0.7,0.06
5,seed_5,255.31219431550733,19.541334697156195,138.48,45.48,18.6,5.88,50,360,500,0.7,0.06
6,seed_6,239.1110771104485,19.835237817382545,145.92,39.28,16.52,5.32,50,360,500,0.7,0.06
7,seed_7,259.41201727968,20.047247628951745,149.08,45.84,19.48,7.08,50,360,500,0.7,0.06
8,seed_8,266.61276141611705,19.49445601518012,144.88,39.56,16.72,5.04,50,360,500,0.7,0.06
9,seed_9,265.3542611487776,19.72367214529534,144.4,37.04,15.84,4.68,50,360,500,0.7,0.06
10,seed_10,261.6287076432783,19.80586793477948,144.88,45.48,19.08,5.64,50,360,500,0.7,0.06
11,seed_11,250.65574260564807,19.670135502375697,149.52,43.36,19.4,5.84,50,360,500,0.7,0.06
12,seed_12,252.47662246710357,19.99459588151901,151.24,43.24,16.56,4.8,50,360,500,0.7,0.06
13,seed_13,252.24611002751536,19.801114876922306,157.04,49.84,18.12,4.8,50,360,500,0.7,0.06
14,seed_14,265.5665745954526,20.011912121536543,142.76,42.72,19.12,5.72,50,360,500,0.7,0.06
15,seed_15,230.8708763392996,19.93891881403835,170.28,48.6,21.52,6.44,50,360,500,0.7,0.06
16,seed_16,259.6036010778945,20.671943298423237,150.6,43.36,17.28,5.56,50,360,500,0.7,0.06
17,seed_17,253.17957431309927,19.902534721732653,141.96,42.0,18.48,6.04,50,360,500,0.7,0.06
18,seed_18,250.76914800599607,19.55536693056717,155.04,46.64,19.92,5.28,50,360,500,0.7,0.06
19,seed_19,266.4772382189434,19.48703142188937,163.12,46.56,19.84,6.44,50,360,500,0.7,0.06
