,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,298.5266715592106,19.956892102731835,130.04,37.2,13.88,3.64,50,360,500,0.4,0.048
seed_1,286.122311320275,19.912154029341487,134.08,40.68,17.6,5.12,50,360,500,0.4,0.048
seed_2,305.7106417857874,19.522509880497573,134.36,43.6,19.6,5.6,50,360,500,0.4,0.048
seed_3,262.16286294872833,19.757150358647838,161.36,48.4,20.44,5.36,50,360,500,0.4,0.048
seed_4,301.8746092576957,19.583306934039697,131.84,46.04,20.88,6.68,50,360,500,0.4,0.048
seed_5,287.17937041442127,20.010970343878995,145.04,44.96,19.24,6.08,50,360,500,0.4,0.048
seed_6,282.92326127533636,19.5754761825781,147.4,46.96,20.2,7.04,50,360,500,0.4,0.048
seed_7,303.49148045038856,19.68542517199457,135.52,42.4,18.68,5.48,50,360,500,0.4,0.048
seed_8,297.68899770203427,19.55832455701425,135.92,38.92,18.04,5.32,50,360,500,0.4,0.048
seed_9,294.7691591671435,19.588067680154797,137.08,43.4,17.52,5.36,50,360,500,0.4,0.048
seed_10,295.8688232089269,20.013975618015923,126.84,40.08,17.44,5.64,50,360,500,0.4,0.048
seed_11,288.7479184331059,19.946319872386265,145.32,46.24,20.32,5.92,50,360,500,0.4,0.048
seed_12,290.11938254799634,19.543059615416563,134.24,40.96,17.4,5.52,50,360,500,0.4,0.048
seed_13,298.92022433448744,19.683361397559732,136.96,44.2,19.76,6.4,50,360,500,0.4,0.048
seed_14,291.6467399966908,19.68785385325492,131.4,39.36,17.36,4.92,50,360,500,0.4,0.048
seed_15,286.0582580192578,20.22283865102956,144.2,41.44,18.48,6.0,50,360,500,0.4,0.048
seed_16,282.75169100913,19.814691606507076,146.8,44.44,19.68,6.4,50,360,500,0.4,0.048
seed_17,293.3029374753813,19.835753704582455,142.4,41.96,17.92,5.44,50,360,500,0.4,0.048
seed_18,292.8474199227153,19.66669306147054,146.2,48.48,21.24,6.88,50,360,500,0.4,0.048
seed_19,283.83466944734994,20.039180029773743,137.32,40.28,18.68,6.56,50,360,500,0.4,0.048
