,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,194.35173299185445,19.210165160526852,160.44,47.32,21.0,6.92,50,360,500,0.5,0.038
seed_1,198.034521311287,18.884714536540073,157.08,49.0,22.04,6.32,50,360,500,0.5,0.038
seed_2,206.99600040658498,19.035264033363486,162.84,54.44,23.52,7.08,50,360,500,0.5,0.038
seed_3,189.7586987142221,19.00301155101259,172.44,56.36,26.36,7.44,50,360,500,0.5,0.038
seed_4,196.08047000488597,19.160200355973238,153.36,47.08,23.12,7.28,50,360,500,0.5,0.038
seed_5,204.79608052784158,19.133305033086536,166.76,53.32,22.28,7.16,50,360,500,0.5,0.038
seed_6,193.80680174764814,18.82936480048429,166.56,53.64,23.76,7.68,50,360,500,0.5,0.038
seed_7,209.9455146626281,19.019061646483017,162.48,48.84,20.32,6.24,50,360,500,0.5,0.038
seed_8,203.18979130098754,19.153026476516533,161.36,46.36,20.28,6.04,50,360,500,0.5,0.038
seed_9,201.89731974052083,18.807686455580846,149.56,44.2,18.36,4.96,50,360,500,0.5,0.038
seed_10,198.13577965351226,18.83572383923345,158.84,46.96,20.04,6.16,50,360,500,0.5,0.038
seed_11,192.39560344083816,19.181142694167395,168.08,54.24,22.64,6.44,50,360,500,0.5,0.038
seed_12,194.61581848051097,18.954198832300847,161.36,51.08,20.96,7.32,50,360,500,0.5,0.038
seed_13,202.9299980946976,18.985725233998537,165.16,48.76,22.48,7.04,50,360,500,0.5,0.038
seed_14,210.0835693872846,19.15077860071746,155.0,50.16,23.4,6.2,50,360,500,0.5,0.038
seed_15,183.9870235310176,19.18671333343827,188.32,60.4,26.88,8.0,50,360,500,0.5,0.038
seed_16,201.11699820390643,19.47228458869459,162.52,47.76,20.0,6.88,50,360,500,0.5,0.038
seed_17,190.98740108841852,18.972156752024475,167.88,55.8,23.2,5.56,50,360,500,0.5,0.038
seed_18,199.00363837740744,18.935134178468477,176.16,52.32,20.8,6.12,50,360,500,0.5,0.038
seed_19,200.74704619216504,19.08280068233253,166.16,50.44,22.16,7.4,50,360,500,0.5,0.038
