,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,538.8666344759496,21.720064938105864,101.92,28.04,11.72,3.56,50,360,500,0.5,0.08
seed_1,522.7666858363846,21.79057929869389,114.68,34.32,14.88,4.64,50,360,500,0.5,0.08
seed_2,540.5487719857462,22.074105724807712,96.4,27.44,11.16,4.36,50,360,500,0.5,0.08
seed_3,524.2396889703259,21.84657490294539,119.2,35.4,15.04,4.92,50,360,500,0.5,0.08
seed_4,516.2760433109612,21.34521785488752,111.0,34.96,14.36,3.44,50,360,500,0.5,0.08
seed_5,543.9967235617108,22.899365831095217,114.04,35.68,14.6,3.72,50,360,500,0.5,0.08
seed_6,525.88802784756,20.99776905679866,121.44,34.8,13.6,3.64,50,360,500,0.5,0.08
seed_7,527.0138641390353,21.530837942335047,108.16,27.04,12.8,4.04,50,360,500,0.5,0.08
seed_8,547.5393014422931,21.26778227408987,106.12,26.88,11.2,3.48,50,360,500,0.5,0.08
seed_9,562.8140337834151,21.497373148576415,94.6,24.64,10.28,4.0,50,360,500,0.5,0.08
seed_10,536.0809655465355,21.50924562724511,107.92,29.84,13.84,4.32,50,360,500,0.5,0.08
seed_11,548.8482135777355,22.506479322658333,96.36,22.88,9.04,3.04,50,360,500,0.5,0.08
seed_12,542.222299799179,22.469428494727016,106.08,32.12,13.48,4.04,50,360,500,0.5,0.08
seed_13,510.9510970979976,21.59735353450236,108.48,29.12,12.12,4.04,50,360,500,0.5,0.08
seed_14,526.3790494156913,22.43872334273793,105.16,29.8,12.8,3.96,50,360,500,0.5,0.08
seed_15,554.3318003767806,20.953939003048,98.68,26.16,11.28,3.24,50,360,500,0.5,0.08
seed_16,547.154328145459,22.514499191939763,120.36,32.4,14.16,3.88,50,360,500,0.5,0.08
seed_17,531.1955168396397,21.506594127292523,124.68,38.96,15.52,4.68,50,360,500,0.5,0.08
seed_18,541.2881260780043,21.961198757049022,114.64,38.72,18.32,5.36,50,360,500,0.5,0.08
seed_19,559.9459746079623,21.37748011021721,117.24,35.08,14.68,4.52,50,360,500,0.5,0.08
