,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,225.44324233366103,18.710931503693093,160.88,58.24,29.12,9.56,50,360,500,0.1,0.034
seed_1,223.39920911199823,18.673671101074394,167.68,58.64,25.32,8.6,50,360,500,0.1,0.034
seed_2,235.96310706867723,18.72314273037669,154.64,50.56,24.84,7.08,50,360,500,0.1,0.034
seed_3,215.8095925849601,18.636042005901313,173.84,61.84,29.64,8.72,50,360,500,0.1,0.034
seed_4,232.79806813702922,18.78297073526163,163.8,54.48,25.8,8.28,50,360,500,0.1,0.034
seed_5,233.3551570773854,18.84959294711583,168.56,62.6,27.4,8.8,50,360,500,0.1,0.034
seed_6,218.5803095792487,18.656307024452776,174.44,67.04,32.0,9.16,50,360,500,0.1,0.034
seed_7,224.9802659584034,18.81183713561779,162.52,54.8,24.48,7.44,50,360,500,0.1,0.034
seed_8,230.46270077852105,18.702109623246645,170.64,56.56,26.16,8.16,50,360,500,0.1,0.034
seed_9,225.32869342794933,18.68030661700984,158.6,52.72,24.24,7.08,50,360,500,0.1,0.034
seed_10,225.5943808272012,18.581112316113096,161.36,57.6,26.8,9.24,50,360,500,0.1,0.034
seed_11,212.46725636550698,19.03831962854459,165.0,58.52,26.24,8.88,50,360,500,0.1,0.034
seed_12,221.83016397352492,18.56399053080959,157.2,55.96,26.12,8.92,50,360,500,0.1,0.034
seed_13,229.3224843384225,18.645149598091695,171.84,59.24,28.92,9.0,50,360,500,0.1,0.034
seed_14,242.0273060084944,18.679012583268708,158.88,56.68,25.84,10.0,50,360,500,0.1,0.034
seed_15,235.37048375709554,18.595245243626835,173.08,61.08,28.28,9.88,50,360,500,0.1,0.034
seed_16,227.76459635311636,19.44418083559368,161.72,55.0,25.6,7.0,50,360,500,0.1,0.034
seed_17,214.55704079740605,18.411525690681373,181.24,65.4,29.56,7.28,50,360,500,0.1,0.034
seed_18,218.18774821109974,18.732634503737497,165.48,57.48,27.28,7.88,50,360,500,0.1,0.034
seed_19,218.49723808897295,18.933089626880534,171.76,58.56,27.92,9.36,50,360,500,0.1,0.034
