,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,322.19058813203395,19.597236102444587,128.32,43.28,20.36,7.36,50,360,500,0,0.04
seed_1,322.97762881423216,19.51093494423985,137.6,47.64,21.76,7.12,50,360,500,0,0.04
seed_2,329.21515727213693,19.430572513930322,144.0,48.08,21.8,7.04,50,360,500,0,0.04
seed_3,295.37430743564096,19.646083515040857,162.24,56.56,27.36,9.4,50,360,500,0,0.04
seed_4,323.2592045642122,19.419969083471308,137.56,48.88,21.52,7.2,50,360,500,0,0.04
seed_5,326.6051805801125,19.61389518129249,140.36,51.88,24.84,9.24,50,360,500,0,0.04
seed_6,305.9647779022788,19.611676405156857,142.36,48.04,23.4,8.12,50,360,500,0,0.04
seed_7,328.1657175728713,19.6979331315822,136.64,44.16,20.76,7.6,50,360,500,0,0.04
seed_8,311.72092300253985,19.547133182184762,134.16,47.08,22.2,7.0,50,360,500,0,0.04
seed_9,330.1467663693501,19.486090854227385,134.4,41.56,17.28,5.16,50,360,500,0,0.04
seed_10,310.6908072462559,19.339070829809593,137.92,47.4,23.16,7.16,50,360,500,0,0.04
seed_11,319.8404797545851,19.854682729485468,144.72,47.0,20.16,6.6,50,360,500,0,0.04
seed_12,328.9494376917294,19.550587695907968,130.04,46.8,20.64,8.12,50,360,500,0,0.04
seed_13,323.90448088347443,19.641586692328016,156.36,56.08,26.68,8.92,50,360,500,0,0.04
seed_14,325.9424061359681,19.44425128538898,139.44,45.0,21.48,7.28,50,360,500,0,0.04
seed_15,313.47078785519324,19.588740894799088,147.72,52.8,26.44,8.24,50,360,500,0,0.04
seed_16,308.97726910057753,19.712417218506253,138.2,46.8,21.8,7.6,50,360,500,0,0.04
seed_17,309.35373556431773,19.566742274710187,137.68,45.56,20.56,6.16,50,360,500,0,0.04
seed_18,313.61088430686357,19.625071764793386,145.96,51.72,23.32,7.32,50,360,500,0,0.04
seed_19,304.1381441873567,19.6558523575162,137.84,47.92,24.08,7.76,50,360,500,0,0.04
