,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,160.14252003706727,19.015907704650466,151.04,42.08,16.76,5.52,50,360,500,0.9,0.048
seed_1,163.3832095742631,19.063637868401695,180.32,52.2,22.04,6.92,50,360,500,0.9,0.048
seed_2,154.78719225430984,18.749300889934965,169.84,54.88,24.56,6.32,50,360,500,0.9,0.048
seed_3,142.41726147628006,18.739344486688886,178.64,51.24,20.32,5.6,50,360,500,0.9,0.048
seed_4,150.74916312566955,19.077560074396043,167.28,46.16,18.8,4.52,50,360,500,0.9,0.048
seed_5,150.02111237511798,18.997861537139382,165.6,46.28,18.6,5.44,50,360,500,0.9,0.048
seed_6,147.05424459751518,18.871045911955054,161.8,47.8,19.2,5.2,50,360,500,0.9,0.048
seed_7,162.45954307658425,19.101367962138085,157.44,45.76,19.44,4.84,50,360,500,0.9,0.048
seed_8,153.04007742549922,18.701851929745107,158.96,41.76,15.08,3.88,50,360,500,0.9,0.048
seed_9,161.18757260345257,18.71781806877385,162.76,46.12,17.52,4.56,50,360,500,0.9,0.048
seed_10,148.4794662817284,18.747869076215494,179.48,54.52,23.36,5.96,50,360,500,0.9,0.048
seed_11,158.8246147483213,19.310226760152442,175.28,58.44,25.48,6.28,50,360,500,0.9,0.048
seed_12,152.6619767893471,18.82616966953021,166.0,50.16,20.96,5.08,50,360,500,0.9,0.048
seed_13,157.92381540137202,18.69277720296671,180.88,56.76,23.12,8.12,50,360,500,0.9,0.048
seed_14,158.7681344417251,18.668462933130293,167.04,52.32,21.24,6.6,50,360,500,0.9,0.048
seed_15,146.330681547559,18.91086302992765,189.68,55.84,23.0,7.8,50,360,500,0.9,0.048
seed_16,156.38084283954583,19.19081801172578,170.0,46.64,18.52,5.2,50,360,500,0.9,0.048
seed_17,149.26331262582363,18.72800338847691,167.88,47.8,19.12,5.2,50,360,500,0.9,0.048
seed_18,149.4606243163979,18.80298670370281,187.76,60.84,27.0,8.96,50,360,500,0.9,0.048
seed_19,158.4968822525854,19.228091117705066,186.16,52.56,23.6,6.4,50,360,500,0.9,0.048
