,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,1112.9445549506554,26.5141386403112,59.08,16.0,7.8,2.52,50,360,500,0.3,0.1
seed_1,1091.9808395150183,24.744314274930865,71.32,23.4,9.88,3.0,50,360,500,0.3,0.1
seed_2,1114.8616354899073,26.064333424177406,64.36,16.52,6.4,2.84,50,360,500,0.3,0.1
seed_3,1138.0218082633648,25.230328175762402,65.72,17.32,7.92,2.32,50,360,500,0.3,0.1
seed_4,1089.5502947710154,25.042991298138798,65.48,18.08,7.52,2.44,50,360,500,0.3,0.1
seed_5,1131.5316591399328,25.298009035716827,70.24,21.72,9.2,2.88,50,360,500,0.3,0.1
seed_6,1146.1090883412157,25.00896774048609,70.4,22.12,10.24,3.24,50,360,500,0.3,0.1
seed_7,1108.4776060994345,25.299248039990886,65.8,19.04,9.2,3.84,50,360,500,0.3,0.1
seed_8,1083.5830875513632,25.269495359391303,71.84,19.28,7.32,2.28,50,360,500,0.3,0.1
seed_9,1100.345684291585,24.359527053508405,67.76,17.64,7.44,2.12,50,360,500,0.3,0.1
seed_10,1089.9904326615124,23.423760177638563,76.36,21.6,9.96,3.0,50,360,500,0.3,0.1
seed_11,1131.0256434726941,27.232166304811013,61.2,18.16,7.32,2.44,50,360,500,0.3,0.1
seed_12,1090.8210122006399,26.432199931857316,72.12,21.2,8.2,2.16,50,360,500,0.3,0.1
seed_13,1072.109177454547,24.19256936778757,81.16,22.68,9.56,2.12,50,360,500,0.3,0.1
seed_14,1100.2821375151343,26.348606462265565,63.56,19.96,9.56,3.0,50,360,500,0.3,0.1
seed_15,1101.179142481022,25.51117058207438,71.16,20.16,9.76,4.16,50,360,500,0.3,0.1
seed_16,1043.2944188627926,23.88134060858259,80.0,22.56,8.76,2.32,50,360,500,0.3,0.1
seed_17,1086.439882448539,24.35653711705133,66.64,18.28,8.68,3.16,50,360,500,0.3,0.1
seed_18,1087.6793904157128,25.049695579065432,65.48,18.12,7.84,2.48,50,360,500,0.3,0.1
seed_19,1079.3364239415182,25.992893579716746,77.16,21.76,9.2,2.64,50,360,500,0.3,0.1
