,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,260.0912536278128,19.37391149343657,140.68,48.36,22.0,6.92,50,360,500,0.1,0.038
seed_1,264.4808527941402,19.07490672870786,158.6,50.88,20.64,6.64,50,360,500,0.1,0.038
seed_2,273.6871019179914,19.151686905753646,144.28,46.96,20.0,5.52,50,360,500,0.1,0.038
seed_3,253.84986509132895,19.250101439035472,159.6,53.16,22.4,6.88,50,360,500,0.1,0.038
seed_4,263.70037437061825,19.249493401017666,153.28,53.16,25.88,9.0,50,360,500,0.1,0.038
seed_5,278.46528473595873,19.41532777284963,145.52,50.92,25.4,9.04,50,360,500,0.1,0.038
seed_6,272.7793064706811,19.12603468152459,142.24,47.92,22.32,6.36,50,360,500,0.1,0.038
seed_7,279.1750483324178,19.21640588466087,144.88,45.28,21.04,8.44,50,360,500,0.1,0.038
seed_8,268.75963854434804,19.29072966342236,155.28,51.04,24.08,7.2,50,360,500,0.1,0.038
seed_9,292.4176118672458,19.0054488597256,133.52,43.88,20.28,6.28,50,360,500,0.1,0.038
seed_10,275.60826923202865,19.229934594302435,131.2,43.2,18.56,5.4,50,360,500,0.1,0.038
seed_11,271.8572948156536,19.445228838875778,141.08,48.12,23.12,8.16,50,360,500,0.1,0.038
seed_12,275.57717499132,18.926886097795457,141.24,47.4,20.56,6.4,50,360,500,0.1,0.038
seed_13,285.73919016685693,19.310481712131168,155.8,52.32,23.52,7.48,50,360,500,0.1,0.038
seed_14,280.9909576635726,19.170476846757083,145.36,48.92,21.56,8.0,50,360,500,0.1,0.038
seed_15,268.33668272641063,19.128024099510686,170.0,58.84,28.36,9.68,50,360,500,0.1,0.038
seed_16,267.57331683651284,19.536223712005203,157.76,52.32,22.08,5.4,50,360,500,0.1,0.038
seed_17,261.8705412910215,19.008600323451898,148.92,46.76,21.0,5.6,50,360,500,0.1,0.038
seed_18,269.93826527699395,19.223115759110154,149.12,52.0,22.96,6.76,50,360,500,0.1,0.038
seed_19,259.9485706206314,19.327585749820933,151.2,49.96,22.36,6.4,50,360,500,0.1,0.038
