,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,405.78249445430697,20.85679755403838,105.2,30.6,14.52,5.0,50,360,500,0.1,0.048
seed_1,391.93826917842597,20.5213910892339,129.6,41.0,16.4,4.8,50,360,500,0.1,0.048
seed_2,404.97918872002515,20.248168266190085,117.24,37.36,16.56,5.24,50,360,500,0.1,0.048
seed_3,385.61543298371066,20.48983126927765,128.88,38.64,17.2,4.92,50,360,500,0.1,0.048
seed_4,421.07883587751445,20.74764010698072,114.96,37.52,17.84,5.8,50,360,500,0.1,0.048
seed_5,392.08156590649764,20.205665370821066,123.52,35.88,15.96,4.96,50,360,500,0.1,0.048
seed_6,396.1152524100614,20.340751321233757,110.84,38.36,18.04,5.32,50,360,500,0.1,0.048
seed_7,388.07741041123813,20.56653580954937,121.24,39.32,16.2,5.92,50,360,500,0.1,0.048
seed_8,421.07867299623234,20.324385386338626,115.0,37.28,17.08,5.56,50,360,500,0.1,0.048
seed_9,429.39211594513455,20.280647983151677,106.92,29.92,12.24,3.76,50,360,500,0.1,0.048
seed_10,414.24928558745006,20.50465882410366,115.56,39.28,17.48,5.72,50,360,500,0.1,0.048
seed_11,379.8194815501132,21.1342074009414,117.32,36.12,17.24,6.32,50,360,500,0.1,0.048
seed_12,408.7141227490174,20.687443772671383,120.64,41.44,18.32,5.36,50,360,500,0.1,0.048
seed_13,401.43214548759784,20.518285993352702,120.52,34.56,14.36,5.2,50,360,500,0.1,0.048
seed_14,400.67263876616414,20.337391195379272,113.04,36.48,15.72,4.68,50,360,500,0.1,0.048
seed_15,382.13847853116454,20.379073982141037,133.6,41.68,18.32,5.52,50,360,500,0.1,0.048
seed_16,391.93095493695233,20.54304385977187,113.32,35.76,15.76,4.6,50,360,500,0.1,0.048
seed_17,380.61674404909843,20.29682063219937,124.96,43.56,19.48,6.92,50,360,500,0.1,0.048
seed_18,399.0113947420645,20.621245536739615,127.56,43.4,19.52,6.04,50,360,500,0.1,0.048
seed_19,382.5550228305131,20.688401241344245,118.12,38.92,18.32,5.48,50,360,500,0.1,0.048
