,Unnamed: 0,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
0,seed_0,353.72192611612377,20.25165904595073,16.48,3.2,1.36,0.72,25,360,500,0.2,0.06
1,seed_1,373.6513827920451,19.47406055984202,19.36,4.16,1.92,0.32,25,360,500,0.2,0.06
2,seed_2,359.5199548930021,19.596406233370477,19.52,4.56,2.0,0.56,25,360,500,0.2,0.06
3,seed_3,428.3553848487964,21.005299153960696,36.56,7.12,2.4,0.8,25,360,500,0.2,0.06
4,seed_4,397.1229653475438,20.480901418796435,23.44,5.84,2.24,0.96,25,360,500,0.2,0.06
5,seed_5,386.41290025491,20.23315087944716,23.92,6.56,3.6,1.04,25,360,500,0.2,0.06
6,seed_6,391.73029481998753,19.45978999790916,28.4,6.48,1.2,0.72,25,360,500,0.2,0.06
7,seed_7,388.1426048062564,20.272825736858024,22.72,6.24,2.56,0.64,25,360,500,0.2,0.06
8,seed_8,383.6220611441979,20.62254885861985,24.08,6.56,2.56,0.64,25,360,500,0.2,0.06
9,seed_9,422.09493978962615,19.715878536312417,27.36,9.92,5.68,2.08,25,360,500,0.2,0.06
10,seed_10,410.2893562711213,20.212309076815693,19.84,3.36,1.36,0.4,25,360,500,0.2,0.06
11,seed_11,353.87243437242256,20.49250318083657,31.12,10.96,2.8,0.4,25,360,500,0.2,0.06
12,seed_12,411.6735910636479,20.32120473711804,23.92,5.44,1.68,0.24,25,360,500,0.2,0.06
13,seed_13,388.5933641617108,19.71289652948316,35.04,12.48,5.44,1.6,25,360,500,0.2,0.06
14,seed_14,364.7816072767822,19.919517338425248,21.84,7.36,4.16,1.68,25,360,500,0.2,0.06
15,seed_15,392.5820176250884,20.588323152490208,25.12,5.68,3.04,0.4,25,360,500,0.2,0.06
16,seed_16,340.4837591524849,19.67014797703879,27.6,7.68,2.8,1.12,25,360,500,0.2,0.06
17,seed_17,396.4060919879719,20.090702876312815,37.68,10.56,4.4,1.44,25,360,500,0.2,0.06
18,seed_18,393.0168852283052,20.395723190871347,36.48,8.4,3.28,0.64,25,360,500,0.2,0.06
19,seed_19,397.9331371327254,20.201269298210047,24.96,7.6,2.56,0.4,25,360,500,0.2,0.06
