,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,185.08985347664594,18.722377232290906,47.28,11.76,4.24,1.84,25,360,500,0.4,0.04
seed_1,168.3921637475272,18.673794438612543,61.44,13.76,4.4,0.8,25,360,500,0.4,0.04
seed_2,153.9410614810423,18.24472527603988,52.64,20.0,8.32,2.96,25,360,500,0.4,0.04
seed_3,166.87575975169338,18.452173252088784,59.12,15.04,6.4,1.6,25,360,500,0.4,0.04
seed_4,174.84125202682065,18.81541349303243,54.48,13.76,5.44,0.64,25,360,500,0.4,0.04
seed_5,176.7188643277277,18.73197277650359,59.84,17.44,7.12,2.24,25,360,500,0.4,0.04
seed_6,168.89548645662111,18.608405935292456,67.92,18.24,6.24,1.84,25,360,500,0.4,0.04
seed_7,163.31179528646769,18.69655789858679,52.16,11.36,4.72,1.28,25,360,500,0.4,0.04
seed_8,146.93121885093794,18.58429824442167,50.0,14.08,6.32,1.76,25,360,500,0.4,0.04
seed_9,180.55850349825843,18.228194740441925,45.52,12.16,4.64,1.04,25,360,500,0.4,0.04
seed_10,156.97783545887077,18.332451709568883,47.28,12.72,5.68,0.96,25,360,500,0.4,0.04
seed_11,156.35541607311174,18.914204447388137,69.36,22.96,9.84,2.72,25,360,500,0.4,0.04
seed_12,168.93238432804057,18.13707524811328,56.96,18.96,8.16,3.12,25,360,500,0.4,0.04
seed_13,169.5688681745236,18.58355817470812,55.12,17.12,8.4,3.2,25,360,500,0.4,0.04
seed_14,160.02669900699368,18.42092876941047,62.56,16.08,8.96,3.04,25,360,500,0.4,0.04
seed_15,191.50910987929456,19.114390778257494,48.56,13.52,5.84,2.24,25,360,500,0.4,0.04
seed_16,154.2090991293861,19.296608835869826,51.76,15.68,5.76,1.52,25,360,500,0.4,0.04
seed_17,192.79817858730271,18.419438392328704,40.16,12.48,4.96,1.68,25,360,500,0.4,0.04
seed_18,167.8278309080418,19.04922285876927,80.24,23.52,9.44,2.4,25,360,500,0.4,0.04
seed_19,161.68800450741207,18.88061598049985,52.8,12.56,4.88,0.56,25,360,500,0.4,0.04
