,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,218.75945939219469,18.968025077036017,48.56,13.2,5.76,1.36,25,360,500,0.8,0.08
seed_1,162.27953829875972,18.422246015873576,40.48,8.48,4.88,1.28,25,360,500,0.8,0.08
seed_2,184.30731022639165,18.49151181601155,42.08,9.28,3.52,0.96,25,360,500,0.8,0.08
seed_3,174.5187206155264,19.752750391195068,68.32,20.8,5.92,1.28,25,360,500,0.8,0.08
seed_4,203.359860193054,20.234074870250122,64.08,18.0,6.24,0.48,25,360,500,0.8,0.08
seed_5,182.46739090368592,18.706949104433722,55.92,10.8,4.4,1.04,25,360,500,0.8,0.08
seed_6,185.17337464426342,18.950926047555278,56.16,13.44,5.76,1.44,25,360,500,0.8,0.08
seed_7,211.1850323434551,19.030932779121684,58.0,13.12,4.16,1.44,25,360,500,0.8,0.08
seed_8,175.93096031971433,18.64078065606054,53.84,11.6,4.48,1.12,25,360,500,0.8,0.08
seed_9,176.89573973482482,18.287855988885298,49.6,11.6,4.08,1.28,25,360,500,0.8,0.08
seed_10,192.06275299898306,18.90211468548778,45.92,12.48,4.08,0.96,25,360,500,0.8,0.08
seed_11,173.2340151859746,18.978629998418544,63.04,12.64,4.96,1.2,25,360,500,0.8,0.08
seed_12,174.50047269720378,19.682947205770397,43.28,8.0,2.32,0.64,25,360,500,0.8,0.08
seed_13,178.28329462774695,18.57948278130867,38.48,4.32,2.4,0.8,25,360,500,0.8,0.08
seed_14,187.15789413669177,18.988905999042668,40.32,6.72,1.92,0.16,25,360,500,0.8,0.08
seed_15,209.78707830187034,19.83899900502913,57.44,13.44,3.68,0.96,25,360,500,0.8,0.08
seed_16,167.4317573434343,18.46731177314504,50.88,10.08,4.16,0.96,25,360,500,0.8,0.08
seed_17,184.0877320806741,18.853833019033928,54.56,14.56,6.72,2.64,25,360,500,0.8,0.08
seed_18,197.07916438992913,18.792934555660388,49.2,12.08,4.8,1.04,25,360,500,0.8,0.08
seed_19,197.2616140642426,19.107510654177798,45.52,10.32,3.76,0.0,25,360,500,0.8,0.08
