,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,918.4570431002444,23.80047462079488,67.72,17.84,7.2,2.44,50,360,500,0.2,0.08
seed_1,844.1805275330127,23.77861256659682,92.96,29.2,13.8,4.2,50,360,500,0.2,0.08
seed_2,922.6701897599279,24.34991655942064,69.32,18.56,9.52,3.72,50,360,500,0.2,0.08
seed_3,848.8300827006804,24.32160924825732,82.96,26.24,10.92,3.12,50,360,500,0.2,0.08
seed_4,864.7757102726814,24.516958258808017,72.44,20.52,8.84,1.92,50,360,500,0.2,0.08
seed_5,877.6771760390687,25.108029233755293,71.52,19.68,8.44,3.08,50,360,500,0.2,0.08
seed_6,887.969108055629,24.221766544614518,85.0,28.68,13.48,3.8,50,360,500,0.2,0.08
seed_7,908.8975382965072,24.795496895096132,79.92,24.72,9.88,3.44,50,360,500,0.2,0.08
seed_8,873.1904278298472,25.364791540518993,80.36,24.24,10.44,3.04,50,360,500,0.2,0.08
seed_9,890.621638652706,24.5122585669185,76.72,26.12,12.68,3.48,50,360,500,0.2,0.08
seed_10,900.8165739208313,23.437230404766208,73.8,20.92,9.04,3.52,50,360,500,0.2,0.08
seed_11,904.796419301406,25.11805285199494,68.92,20.88,9.16,2.4,50,360,500,0.2,0.08
seed_12,885.0365580409302,23.8035014826246,77.32,24.96,9.76,3.04,50,360,500,0.2,0.08
seed_13,856.4172092089602,24.158682580383747,86.08,27.0,11.08,3.76,50,360,500,0.2,0.08
seed_14,892.0786066010452,24.66350377559933,71.24,24.36,11.12,3.6,50,360,500,0.2,0.08
seed_15,901.8762170537577,23.75345234499866,73.76,22.04,9.64,3.84,50,360,500,0.2,0.08
seed_16,884.6270431087748,25.000522757863653,70.2,22.88,10.16,2.88,50,360,500,0.2,0.08
seed_17,855.4589245099312,23.522014268368316,77.4,23.6,10.2,3.2,50,360,500,0.2,0.08
seed_18,910.3503642548463,24.122278688418557,76.76,25.08,12.36,4.44,50,360,500,0.2,0.08
seed_19,871.7823061312723,23.944354996169462,79.56,21.16,9.12,2.12,50,360,500,0.2,0.08
