,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,336.51937145566086,20.293154600253175,123.48,39.64,15.56,4.84,50,360,500,0.1,0.044000000000000004
seed_1,334.17926900218185,19.842738143798936,132.24,41.44,17.08,4.76,50,360,500,0.1,0.044000000000000004
seed_2,356.27036943854733,19.79911420589885,133.2,44.76,21.16,6.76,50,360,500,0.1,0.044000000000000004
seed_3,329.84338936692234,20.04279103565731,147.36,45.64,21.16,6.64,50,360,500,0.1,0.044000000000000004
seed_4,354.7164466128291,19.89777446614431,128.12,42.4,18.56,6.12,50,360,500,0.1,0.044000000000000004
seed_5,348.38061039746077,19.99156338120979,131.92,42.32,18.8,6.64,50,360,500,0.1,0.044000000000000004
seed_6,331.82390119974167,19.971027620363003,130.48,41.16,19.28,6.56,50,360,500,0.1,0.044000000000000004
seed_7,333.5542362612885,19.989174951217276,123.72,40.0,18.0,5.28,50,360,500,0.1,0.044000000000000004
seed_8,343.1086056570159,19.68404618707829,133.0,44.28,20.0,6.28,50,360,500,0.1,0.044000000000000004
seed_9,357.6909355435301,19.83829820358031,126.84,40.52,16.36,4.12,50,360,500,0.1,0.044000000000000004
seed_10,334.58188479837685,19.748256686938028,122.6,42.4,18.56,4.92,50,360,500,0.1,0.044000000000000004
seed_11,329.24430300434534,20.644128797614062,127.56,38.96,17.28,5.48,50,360,500,0.1,0.044000000000000004
seed_12,361.35005822878935,19.90894128687953,131.92,42.76,19.88,7.4,50,360,500,0.1,0.044000000000000004
seed_13,353.8315214791383,20.010261448931693,130.72,41.64,19.52,6.0,50,360,500,0.1,0.044000000000000004
seed_14,340.37753917105977,19.938535521581613,135.84,43.88,19.76,7.2,50,360,500,0.1,0.044000000000000004
seed_15,331.93430392601914,19.72789553421031,138.92,45.32,21.4,7.16,50,360,500,0.1,0.044000000000000004
seed_16,321.5935513952935,20.136023961236035,132.64,41.76,18.28,5.52,50,360,500,0.1,0.044000000000000004
seed_17,334.570048718515,20.010792224688117,135.08,44.92,21.48,7.12,50,360,500,0.1,0.044000000000000004
seed_18,346.84553837107137,20.075039141469325,143.56,50.64,23.92,7.64,50,360,500,0.1,0.044000000000000004
seed_19,334.31004095907633,19.966187611776515,121.08,35.92,15.84,5.2,50,360,500,0.1,0.044000000000000004
