,Unnamed: 0,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
0,seed_0,621.7778169,22.2954162,82.72,23.72,10.76,3.48,50,360,500,0.1,0.06
1,seed_1,590.0935061,22.14956139,97.04,31.56,14.92,4.2,50,360,500,0.1,0.06
2,seed_2,600.7018523,21.76518832,78.32,24.08,9.72,2.96,50,360,500,0.1,0.06
3,seed_3,578.198723,22.48707401,90.8,29.04,12.36,3.44,50,360,500,0.1,0.06
4,seed_4,625.2139804,22.00812566,86.44,28.4,11.36,3.88,50,360,500,0.1,0.06
5,seed_5,627.0688176,22.45087676,88.32,26.12,10.16,2.8,50,360,500,0.1,0.06
6,seed_6,598.1453994,22.2634477,95.96,25.68,11.16,3.2,50,360,500,0.1,0.06
7,seed_7,644.8355631,22.90062852,88.0,28.28,13.04,5.12,50,360,500,0.1,0.06
8,seed_8,602.0327365,21.92861594,100.92,34.6,15.8,5.16,50,360,500,0.1,0.06
9,seed_9,614.8139081,21.5806908,81.64,24.12,10.28,3.28,50,360,500,0.1,0.06
10,seed_10,613.7749102,22.23835232,80.92,24.32,9.88,2.92,50,360,500,0.1,0.06
11,seed_11,611.6449911,22.46824365,96.92,31.04,14.52,4.08,50,360,500,0.1,0.06
12,seed_12,605.2432794,22.8864096,94.52,32.0,15.2,5.64,50,360,500,0.1,0.06
13,seed_13,577.4891708,21.78482774,90.6,25.8,12.64,4.44,50,360,500,0.1,0.06
14,seed_14,582.6371807,22.8411341,90.2,26.8,12.16,4.36,50,360,500,0.1,0.06
15,seed_15,585.0498407,22.45523415,92.2,31.28,14.24,4.4,50,360,500,0.1,0.06
16,seed_16,614.3243472,22.2761008,84.88,23.04,9.72,2.72,50,360,500,0.1,0.06
17,seed_17,583.1003053,21.95474234,91.16,26.48,10.8,3.64,50,360,500,0.1,0.06
18,seed_18,622.2742386,22.17887337,91.92,25.72,10.8,3.12,50,360,500,0.1,0.06
19,seed_19,580.7733689,22.61849796,109.0,35.12,15.16,4.12,50,360,500,0.1,0.06
