,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,1300.4526270235747,26.899068708031376,56.36,17.08,8.28,3.0,50,360,500,0.2,0.1
seed_1,1267.4670262436232,25.38684376904536,59.36,18.88,8.4,2.72,50,360,500,0.2,0.1
seed_2,1221.9237574334845,27.368763295802314,61.52,19.52,9.0,2.92,50,360,500,0.2,0.1
seed_3,1280.0194584572707,26.14451649197271,57.4,18.28,8.96,2.72,50,360,500,0.2,0.1
seed_4,1271.5696559270173,26.0830498576462,49.16,14.12,6.32,2.08,50,360,500,0.2,0.1
seed_5,1266.0205080358662,25.76169345987262,64.92,21.48,10.08,3.08,50,360,500,0.2,0.1
seed_6,1269.0753413443451,27.536390099415275,60.24,15.92,5.68,1.96,50,360,500,0.2,0.1
seed_7,1256.3945035323113,26.57005538976518,57.28,20.2,9.0,3.08,50,360,500,0.2,0.1
seed_8,1223.3217988226006,26.012309527989558,64.36,17.32,7.56,2.64,50,360,500,0.2,0.1
seed_9,1297.7648537408738,27.341034124608832,52.48,14.76,5.92,1.96,50,360,500,0.2,0.1
seed_10,1308.8017595194,25.85976759920779,60.0,16.84,7.8,2.44,50,360,500,0.2,0.1
seed_11,1301.0186903219105,26.53197973526055,55.48,18.6,9.72,2.6,50,360,500,0.2,0.1
seed_12,1318.8028110197379,25.8616136251983,56.76,16.24,6.6,2.12,50,360,500,0.2,0.1
seed_13,1230.9693929230377,25.86196719359382,52.64,14.08,5.88,1.92,50,360,500,0.2,0.1
seed_14,1316.6386387614953,26.732979954976518,48.16,16.4,7.84,2.52,50,360,500,0.2,0.1
seed_15,1291.5693029094534,26.666045381586255,59.44,18.24,8.88,2.68,50,360,500,0.2,0.1
seed_16,1232.6409317893242,26.24928829800722,61.72,18.92,8.8,2.6,50,360,500,0.2,0.1
seed_17,1281.898883115247,26.158347292643402,65.16,23.0,11.56,4.44,50,360,500,0.2,0.1
seed_18,1298.6431322099893,26.20098866966379,61.04,19.64,9.52,2.88,50,360,500,0.2,0.1
seed_19,1239.033137762617,26.369419442977232,70.08,21.0,10.44,3.56,50,360,500,0.2,0.1
