,Unnamed: 0,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
0,seed_0,114.1128677387262,18.29771717686048,57.12,13.04,5.28,0.8,25,360,500,0.9,0.06
1,seed_1,102.72517385868532,18.549386754187083,68.88,20.8,6.4,0.56,25,360,500,0.9,0.06
2,seed_2,114.47154760929858,18.312586607811006,56.16,14.88,6.64,2.16,25,360,500,0.9,0.06
3,seed_3,117.52736679121342,18.43300894453221,66.64,16.32,6.16,2.08,25,360,500,0.9,0.06
4,seed_4,96.56604851483722,18.43274892724685,72.4,16.72,5.52,1.52,25,360,500,0.9,0.06
5,seed_5,127.17956817596078,18.4124205251755,66.56,17.04,6.8,1.6,25,360,500,0.9,0.06
6,seed_6,104.073425238985,18.367412600492468,69.12,16.72,6.24,0.64,25,360,500,0.9,0.06
7,seed_7,118.8894343444552,18.586623298809997,49.44,9.44,4.08,1.04,25,360,500,0.9,0.06
8,seed_8,116.79471632202252,18.338972316834717,62.56,20.8,8.32,2.88,25,360,500,0.9,0.06
9,seed_9,127.96588574029542,18.16894774207857,59.12,14.0,5.04,1.2,25,360,500,0.9,0.06
10,seed_10,114.75078536986206,18.347364246806027,45.28,10.0,2.8,1.28,25,360,500,0.9,0.06
11,seed_11,119.55292172395416,19.095777453079613,77.36,19.36,5.28,1.68,25,360,500,0.9,0.06
12,seed_12,117.6033974331145,18.05228110934669,54.64,12.24,4.56,1.04,25,360,500,0.9,0.06
13,seed_13,133.76259046181448,18.585089727544368,60.88,8.0,2.64,0.32,25,360,500,0.9,0.06
14,seed_14,114.97386171299352,18.466328878767023,50.96,10.08,2.88,0.56,25,360,500,0.9,0.06
15,seed_15,120.85730856680703,19.15426871597467,67.68,16.08,6.88,2.48,25,360,500,0.9,0.06
16,seed_16,110.34625653021833,18.444815997806028,69.04,14.0,4.72,1.12,25,360,500,0.9,0.06
17,seed_17,113.43694374255588,18.87685069962186,59.12,16.16,8.4,2.96,25,360,500,0.9,0.06
18,seed_18,123.23430430479166,18.53795560747897,70.24,21.44,9.6,2.8,25,360,500,0.9,0.06
19,seed_19,129.78563089851897,18.54277722654663,54.72,13.44,3.68,0.48,25,360,500,0.9,0.06
