,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,96.1332609983721,18.111967765659877,76.24,20.24,10.08,1.92,25,360,500,0.9,0.04
seed_1,87.66422972376898,18.222479976852533,74.32,18.32,7.12,1.44,25,360,500,0.9,0.04
seed_2,98.25360659939402,18.292764748355197,61.52,15.84,5.04,0.88,25,360,500,0.9,0.04
seed_3,89.96059710158171,18.086957751073115,63.28,15.68,6.48,1.84,25,360,500,0.9,0.04
seed_4,86.9681367406753,18.492158264366314,75.76,18.96,6.8,1.6,25,360,500,0.9,0.04
seed_5,103.939340495786,18.198032132119824,64.24,12.08,3.68,0.32,25,360,500,0.9,0.04
seed_6,92.24314263416547,18.425748699742282,54.08,12.96,4.72,1.28,25,360,500,0.9,0.04
seed_7,104.51121863092153,18.34994552362869,56.56,11.2,2.8,1.04,25,360,500,0.9,0.04
seed_8,94.581234528222,18.23095786002919,63.12,16.16,8.0,2.08,25,360,500,0.9,0.04
seed_9,96.95386879101429,17.986738380603043,70.56,17.68,6.48,1.6,25,360,500,0.9,0.04
seed_10,96.70595331991184,18.102442959026362,48.88,10.16,4.16,1.28,25,360,500,0.9,0.04
seed_11,97.02724934143569,18.392921895291387,65.28,16.32,7.36,1.6,25,360,500,0.9,0.04
seed_12,97.72416304303786,17.83450958376065,55.6,12.88,5.28,2.0,25,360,500,0.9,0.04
seed_13,110.473969248472,18.547708906110135,60.56,12.72,5.04,1.6,25,360,500,0.9,0.04
seed_14,96.76197623916848,18.06020757934871,59.28,12.0,3.6,1.28,25,360,500,0.9,0.04
seed_15,99.6289672086845,18.845858503999693,56.4,11.04,3.92,0.56,25,360,500,0.9,0.04
seed_16,92.18662943914795,18.311297000619426,65.44,13.04,3.6,0.64,25,360,500,0.9,0.04
seed_17,105.03332574707736,18.33650611306121,61.2,16.72,5.44,1.52,25,360,500,0.9,0.04
seed_18,106.88943745862751,18.533840213466764,78.16,17.92,6.8,2.72,25,360,500,0.9,0.04
seed_19,99.67309905221319,18.28325357163472,55.12,11.04,3.84,1.12,25,360,500,0.9,0.04
