,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,240.10958649926323,19.18287079596582,141.84,43.8,19.16,5.72,50,360,500,0.5,0.046
seed_1,238.60105548190108,19.406472577433686,146.08,45.08,19.44,5.88,50,360,500,0.5,0.046
seed_2,251.2314600487573,19.44438822857115,145.96,48.64,22.08,7.64,50,360,500,0.5,0.046
seed_3,234.254330474002,19.302641770244385,150.08,45.04,19.48,7.12,50,360,500,0.5,0.046
seed_4,255.35287504666553,19.81150698539889,144.44,42.0,18.92,5.64,50,360,500,0.5,0.046
seed_5,248.92065823393318,19.57852027261589,141.96,41.6,17.52,5.36,50,360,500,0.5,0.046
seed_6,232.6807774760118,19.431048853966406,145.92,46.8,21.32,6.4,50,360,500,0.5,0.046
seed_7,254.9149463849668,19.46349499891672,143.8,45.88,19.16,5.88,50,360,500,0.5,0.046
seed_8,269.5824835367782,19.515121463349118,152.84,44.32,21.16,6.08,50,360,500,0.5,0.046
seed_9,248.31484010453448,19.522482751843857,140.56,37.72,15.08,4.2,50,360,500,0.5,0.046
seed_10,250.31136719769162,19.597422848345882,151.16,46.6,19.04,5.44,50,360,500,0.5,0.046
seed_11,257.43607559049616,19.46931809424514,148.76,43.2,19.68,5.88,50,360,500,0.5,0.046
seed_12,250.4947210118011,19.622547961896334,151.8,46.92,20.64,5.96,50,360,500,0.5,0.046
seed_13,256.1080625157223,19.37957857436219,148.12,45.76,19.84,5.48,50,360,500,0.5,0.046
seed_14,248.99204841247246,19.553079941085414,154.04,46.64,20.8,6.36,50,360,500,0.5,0.046
seed_15,244.50184560716858,19.623375622811103,151.52,46.52,20.84,6.32,50,360,500,0.5,0.046
seed_16,252.0353976843709,19.647166946133186,150.8,45.2,21.0,6.96,50,360,500,0.5,0.046
seed_17,242.54209565213299,19.786808770745857,146.84,40.68,15.72,4.4,50,360,500,0.5,0.046
seed_18,257.2292292894821,19.492196346489965,144.44,42.08,18.52,5.52,50,360,500,0.5,0.046
seed_19,251.45870258481852,19.829339642856173,137.92,41.76,18.68,6.8,50,360,500,0.5,0.046
