,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,167.3745171377755,18.79426444945422,159.72,46.52,21.36,6.32,50,360,500,0.6,0.034
seed_1,162.6053329116141,18.80169945374967,167.84,50.56,21.72,6.8,50,360,500,0.6,0.034
seed_2,178.1357151408762,18.86161110639262,176.28,57.0,26.76,7.36,50,360,500,0.6,0.034
seed_3,159.49894583610333,18.766513577451807,196.28,65.84,29.2,8.48,50,360,500,0.6,0.034
seed_4,165.35012841433112,18.664488709905854,168.52,47.76,21.4,7.44,50,360,500,0.6,0.034
seed_5,180.21167246059048,19.147528202363844,178.4,58.64,25.36,7.68,50,360,500,0.6,0.034
seed_6,162.84006656246862,18.607498418724152,152.32,46.6,18.6,5.52,50,360,500,0.6,0.034
seed_7,175.38512240208652,18.792344126687045,168.68,47.8,20.56,6.0,50,360,500,0.6,0.034
seed_8,170.6616319172941,18.72129523577655,171.96,49.08,20.8,4.92,50,360,500,0.6,0.034
seed_9,168.23424392308746,18.747532135424983,161.2,49.6,21.4,5.92,50,360,500,0.6,0.034
seed_10,166.25835606594083,18.612516776626492,154.64,46.6,21.12,6.08,50,360,500,0.6,0.034
seed_11,163.97798969083016,18.821055374793676,181.52,53.68,25.0,7.52,50,360,500,0.6,0.034
seed_12,158.82396187852274,18.74905071696692,179.12,60.68,25.72,8.56,50,360,500,0.6,0.034
seed_13,173.8397946341938,19.045127886171866,171.12,53.68,21.88,7.48,50,360,500,0.6,0.034
seed_14,172.86733236042528,18.85260693584043,162.0,54.48,25.04,8.24,50,360,500,0.6,0.034
seed_15,169.41795770607848,18.96792591115961,192.28,62.8,27.12,8.68,50,360,500,0.6,0.034
seed_16,165.70812970879211,19.302263820024955,177.44,52.0,21.4,5.68,50,360,500,0.6,0.034
seed_17,159.02041389537794,18.694181646156956,170.04,54.24,22.52,6.12,50,360,500,0.6,0.034
seed_18,169.2114695595019,18.822670945243974,186.16,57.36,24.88,7.44,50,360,500,0.6,0.034
seed_19,172.6907372027523,18.794043748800668,161.0,52.04,25.2,9.44,50,360,500,0.6,0.034
