,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,246.87889174046094,19.321608782492852,137.32,52.12,24.04,6.6,50,360,500,0.2,0.038
seed_1,251.16676475915233,18.967337691676246,167.16,54.8,25.16,8.28,50,360,500,0.2,0.038
seed_2,266.44915942930936,18.98105251710609,140.24,46.12,20.68,6.2,50,360,500,0.2,0.038
seed_3,223.4593958239523,19.1563044176351,167.24,52.08,22.72,6.48,50,360,500,0.2,0.038
seed_4,246.38089268288368,19.1728531810036,149.92,53.24,24.44,8.32,50,360,500,0.2,0.038
seed_5,251.94377574400906,19.313038975801213,154.92,57.08,27.72,9.6,50,360,500,0.2,0.038
seed_6,250.8280016277422,19.277308143479996,148.32,50.12,23.56,7.96,50,360,500,0.2,0.038
seed_7,257.28581126868187,19.38040181547802,147.68,48.76,23.32,7.32,50,360,500,0.2,0.038
seed_8,257.7721508493248,19.091147378447456,152.12,51.6,22.52,5.44,50,360,500,0.2,0.038
seed_9,261.17879675882415,18.958876690675115,150.76,46.2,19.48,5.76,50,360,500,0.2,0.038
seed_10,248.94608045001,18.82259649043563,144.8,48.76,22.96,6.6,50,360,500,0.2,0.038
seed_11,233.85852593317767,19.508311868807258,164.4,58.96,27.2,8.92,50,360,500,0.2,0.038
seed_12,255.5882568328681,19.114176187312218,153.2,51.28,22.32,6.6,50,360,500,0.2,0.038
seed_13,245.7455280958798,18.919798894904222,172.8,60.72,29.28,9.28,50,360,500,0.2,0.038
seed_14,257.69599994530273,19.095122347595634,160.6,55.84,25.68,7.76,50,360,500,0.2,0.038
seed_15,251.6799592277726,19.26453826185135,168.44,56.84,24.92,7.48,50,360,500,0.2,0.038
seed_16,254.88134488476902,19.29842077331119,155.48,51.48,22.12,6.04,50,360,500,0.2,0.038
seed_17,244.76190858567705,19.04370031180944,170.0,59.12,26.04,7.28,50,360,500,0.2,0.038
seed_18,248.0765036924022,19.02420406048939,171.44,59.2,27.6,8.44,50,360,500,0.2,0.038
seed_19,246.96708038702837,19.192856483428695,154.24,50.2,22.4,6.72,50,360,500,0.2,0.038
