,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,191.6265265,18.37610319,176.36,65.36,30.68,10.2,50,360,500,0,0.03
seed_1,195.1671768,18.29066307,191.84,72.52,35.72,12.64,50,360,500,0,0.03
seed_2,199.7301183,18.32985385,166.84,60.4,27.08,8.52,50,360,500,0,0.03
seed_3,178.1180055,18.24263318,194.56,67.76,29.8,10.68,50,360,500,0,0.03
seed_4,189.4238856,18.18899981,176.84,61.88,29.6,9.84,50,360,500,0,0.03
seed_5,190.4112151,18.18875783,182.16,65.12,29.64,9.68,50,360,500,0,0.03
seed_6,196.2123349,18.19552098,172.96,68.76,34.08,11.72,50,360,500,0,0.03
seed_7,204.9643578,18.37213777,166.36,56.36,25.28,7.56,50,360,500,0,0.03
seed_8,198.3805891,18.28165694,174.92,59.44,27.28,8.28,50,360,500,0,0.03
seed_9,195.300827,18.32019489,166.6,56.04,25.32,8.12,50,360,500,0,0.03
seed_10,188.947616,18.26943011,176,61.16,28.44,8.32,50,360,500,0,0.03
seed_11,196.666576,18.35690198,180.52,65.76,32.2,10.6,50,360,500,0,0.03
seed_12,188.087693,18.14770705,171.52,61.16,29.36,10.68,50,360,500,0,0.03
seed_13,202.9381208,18.27127862,189.24,61.64,28.04,8.56,50,360,500,0,0.03
seed_14,194.2339259,18.14342716,175.72,64.16,29.84,11.24,50,360,500,0,0.03
seed_15,206.4035684,18.22887007,186.76,69.4,32.76,12.36,50,360,500,0,0.03
seed_16,185.8053742,18.32621296,177.52,60.2,26.84,8.8,50,360,500,0,0.03
seed_17,179.6910686,18.04690659,188.64,62.6,28.04,9.32,50,360,500,0,0.03
seed_18,190.7989841,18.41271051,190.24,70.44,32.8,11.64,50,360,500,0,0.03
seed_19,191.6200547,18.26604565,190.4,67.96,31.24,10.56,50,360,500,0,0.03
