,Unnamed: 0,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
0,seed_0,411.7598870529609,20.55623420479788,116.12,39.08,18.88,6.28,50,360,500,0.4,0.06
1,seed_1,380.1574335685678,20.57935449556473,121.68,32.56,13.4,3.8,50,360,500,0.4,0.06
2,seed_2,418.5735513018557,20.571631351538127,123.2,34.88,15.04,5.48,50,360,500,0.4,0.06
3,seed_3,401.2478631281707,20.809003812522384,121.96,37.84,16.72,4.6,50,360,500,0.4,0.06
4,seed_4,418.1702409478944,20.82679597247253,118.2,35.48,14.68,4.04,50,360,500,0.4,0.06
5,seed_5,428.51254452806165,20.83236461549533,122.24,34.36,14.52,3.72,50,360,500,0.4,0.06
6,seed_6,403.9593177024636,20.515600766865276,116.48,34.88,14.68,4.8,50,360,500,0.4,0.06
7,seed_7,411.32334053095815,21.014412319559483,127.36,33.84,14.04,5.16,50,360,500,0.4,0.06
8,seed_8,401.71384659189977,20.66741057808615,113.0,31.16,13.08,3.68,50,360,500,0.4,0.06
9,seed_9,434.1105329371178,20.57624638110865,103.36,28.44,12.12,3.84,50,360,500,0.4,0.06
10,seed_10,418.3322655849673,20.678767101329587,123.76,36.36,15.0,4.92,50,360,500,0.4,0.06
11,seed_11,389.8405561254151,21.65241021406345,127.92,35.76,15.08,4.96,50,360,500,0.4,0.06
12,seed_12,408.4123918163422,21.46353511124068,108.64,35.52,14.92,4.48,50,360,500,0.4,0.06
13,seed_13,404.78542682209206,20.94662456760097,116.36,36.4,15.28,5.2,50,360,500,0.4,0.06
14,seed_14,427.4754240879586,20.7390787629722,116.12,36.8,16.36,5.32,50,360,500,0.4,0.06
15,seed_15,397.5915674615333,20.98932808414068,116.88,37.16,18.2,6.36,50,360,500,0.4,0.06
16,seed_16,393.3625249152304,20.96488273826635,120.12,35.04,15.76,5.96,50,360,500,0.4,0.06
17,seed_17,424.620508396026,20.29731797245628,103.36,27.4,10.68,3.28,50,360,500,0.4,0.06
18,seed_18,414.9213188775829,21.12306773869511,119.64,38.72,15.8,5.0,50,360,500,0.4,0.06
19,seed_19,390.5211735879457,21.229406889828507,113.76,31.28,13.96,5.4,50,360,500,0.4,0.06
