,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,509.9296062,20.47105976,16.32,3.52,0.96,0.24,25,360,500,0,0.06
seed_1,485.8476852,19.8135696,15.92,3.36,0.72,0,25,360,500,0,0.06
seed_2,489.4610478,22.14587583,15.28,7.2,3.92,1.28,25,360,500,0,0.06
seed_3,494.3357668,20.6107408,21.84,3.6,1.04,0.24,25,360,500,0,0.06
seed_4,474.2153151,22.71338487,28.64,8.88,4.48,1.68,25,360,500,0,0.06
seed_5,502.3945032,21.23193792,26.56,7.2,3.84,1.12,25,360,500,0,0.06
seed_6,516.2126391,20.41273092,29.76,8,3.36,1.04,25,360,500,0,0.06
seed_7,476.8647409,20.95436136,17.28,4.08,2,0.56,25,360,500,0,0.06
seed_8,507.6327659,20.34527973,24.8,6.72,3.04,0.56,25,360,500,0,0.06
seed_9,470.4460955,20.58410707,23.36,5.36,2.16,0.72,25,360,500,0,0.06
seed_10,488.8460246,21.18272997,17.6,4.16,1.52,0.8,25,360,500,0,0.06
seed_11,505.4358617,21.39423206,18.72,6,1.76,0.24,25,360,500,0,0.06
seed_12,502.3590881,21.42978892,20.4,7.04,4.24,0.96,25,360,500,0,0.06
seed_13,496.3926485,20.77314271,24.72,9.6,4.32,1.68,25,360,500,0,0.06
seed_14,512.2065294,20.35962886,8.16,2,0.88,0.24,25,360,500,0,0.06
seed_15,489.7032528,22.01742549,25.04,7.68,4,1.2,25,360,500,0,0.06
seed_16,485.095175,21.01361314,18.32,6.88,3.12,0.8,25,360,500,0,0.06
seed_17,469.6583803,20.68076369,25.04,9.84,5.44,1.92,25,360,500,0,0.06
seed_18,532.7299749,20.84398291,18.48,5.12,2.4,0.88,25,360,500,0,0.06
seed_19,488.9373805,21.4288509,19.92,4.72,1.52,0.08,25,360,500,0,0.06
