,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,78.29429478470328,17.745283760921044,66.48,18.88,9.12,1.84,25,360,500,0.4,0.02
seed_1,77.31526011459049,17.83064528876615,87.76,25.36,11.6,4.48,25,360,500,0.4,0.02
seed_2,88.71295707881195,17.532580948349285,70.72,19.44,9.12,2.8,25,360,500,0.4,0.02
seed_3,80.69158037143751,17.660024840826765,92.72,29.6,11.6,3.04,25,360,500,0.4,0.02
seed_4,78.61484224502975,17.973256662432377,83.12,25.2,11.68,2.08,25,360,500,0.4,0.02
seed_5,89.6098027543794,17.568223966032853,85.52,30.08,10.64,2.96,25,360,500,0.4,0.02
seed_6,77.07875140751776,17.62464727289559,71.44,21.2,8.32,2.56,25,360,500,0.4,0.02
seed_7,87.3193560069873,17.669871610462817,72.88,20.96,9.68,3.68,25,360,500,0.4,0.02
seed_8,81.33095117284998,17.43885136240303,73.92,23.52,9.76,3.36,25,360,500,0.4,0.02
seed_9,88.89990718021689,17.501300884618676,82.56,24.4,11.6,4.16,25,360,500,0.4,0.02
seed_10,86.56833682947564,17.549416268597025,80.32,21.04,8.96,2.96,25,360,500,0.4,0.02
seed_11,85.17576955422847,17.58456247469596,86.48,27.84,11.6,3.68,25,360,500,0.4,0.02
seed_12,88.12340927502541,17.430924891868525,74.32,24.24,10.72,2.88,25,360,500,0.4,0.02
seed_13,83.27159528355253,17.821113312759426,77.76,23.28,9.92,3.68,25,360,500,0.4,0.02
seed_14,70.13628301860953,17.34712900346318,68.8,24.08,12.64,5.28,25,360,500,0.4,0.02
seed_15,85.83957388916126,18.43646631230244,87.6,25.68,12.0,3.36,25,360,500,0.4,0.02
seed_16,78.53692598023068,17.738495671113494,76.16,20.96,7.68,1.68,25,360,500,0.4,0.02
seed_17,89.36958167774426,17.872776279023924,76.08,23.68,10.08,2.96,25,360,500,0.4,0.02
seed_18,84.73776074072885,17.94752061427287,93.6,27.44,11.28,3.44,25,360,500,0.4,0.02
seed_19,82.62758282522782,17.642843166480056,74.24,23.12,9.28,2.48,25,360,500,0.4,0.02
