,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,248.88273366767592,19.116023580798768,148.88,53.72,24.12,7.6,50,360,500,0.0,0.036000000000000004
seed_1,273.7208642035065,19.027639807306517,156.84,54.56,25.88,8.6,50,360,500,0.0,0.036000000000000004
seed_2,267.4069836572517,18.917576536815986,163.48,57.08,26.52,9.24,50,360,500,0.0,0.036000000000000004
seed_3,244.49302066404195,19.069927554701557,165.8,53.28,22.8,6.6,50,360,500,0.0,0.036000000000000004
seed_4,254.0920469025728,19.159817217907023,163.28,57.6,28.12,9.16,50,360,500,0.0,0.036000000000000004
seed_5,261.40169642386064,19.021717279696674,167.76,58.12,28.56,9.08,50,360,500,0.0,0.036000000000000004
seed_6,245.33406962164,19.030886650732096,148.6,54.0,26.28,7.2,50,360,500,0.0,0.036000000000000004
seed_7,271.4662236859683,18.998083926691702,155.76,53.64,24.36,7.92,50,360,500,0.0,0.036000000000000004
seed_8,252.09560409632596,18.938925429250183,163.2,57.4,26.4,7.8,50,360,500,0.0,0.036000000000000004
seed_9,264.04493611032234,18.845175348947457,151.28,51.6,22.56,7.08,50,360,500,0.0,0.036000000000000004
seed_10,262.773301449689,18.778544840503248,146.04,51.2,24.4,8.64,50,360,500,0.0,0.036000000000000004
seed_11,251.3353237626963,19.18264644849856,159.48,54.8,24.24,7.92,50,360,500,0.0,0.036000000000000004
seed_12,264.1931598479564,18.70871884603266,152.52,53.48,24.24,7.84,50,360,500,0.0,0.036000000000000004
seed_13,265.80014230022255,18.9970707425301,156.28,53.6,24.56,8.48,50,360,500,0.0,0.036000000000000004
seed_14,269.83910663209656,18.924894890029222,144.72,50.6,23.64,7.2,50,360,500,0.0,0.036000000000000004
seed_15,252.2695537194468,18.802731240505032,177.52,60.6,30.52,11.48,50,360,500,0.0,0.036000000000000004
seed_16,258.68431378470876,19.423199327831412,150.76,49.12,20.24,6.64,50,360,500,0.0,0.036000000000000004
seed_17,253.96037959790118,18.79946934495199,157.64,52.16,22.64,8.0,50,360,500,0.0,0.036000000000000004
seed_18,257.1750156888013,18.977046801415117,158.28,55.48,26.56,9.6,50,360,500,0.0,0.036000000000000004
seed_19,250.4342595483525,19.12317341044938,149.32,49.32,23.04,7.56,50,360,500,0.0,0.036000000000000004
